position,institution,ubication,num_conv,n_vac,wage,begin_date,end_date,id_uuid
PERSONAL DE SEGURIDAD,PODER JUDICIAL,ICA - ICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-022,1,"S/. 1,950.00",20/12/2024,03/01/2025,6a6627ea-e8af-4cb4-bdba-c38ff67ccd23
ESPECIALISTA EN NUTRICION,PROGRAMA NACIONAL CUNA MAS,ICA - ICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1295,1,"S/. 2,614.19",20/12/2024,03/01/2025,15749df6-cc6e-45c7-b9f0-efadf4d8071f
"JEFE DE LA UNIDAD DE PLANEAMIENTO, PRESUPUESTO Y MODERNIZACIÓN",ZONA REGISTRAL NRO XI SEDE ICA,ICA - ICA,728-004,1,"S/. 8,700.00",16/12/2024,30/12/2024,0e9719c0-8206-49a7-a7f5-85db273cb22c
ESPECIALISTA EN FINANZAS I,UNIDAD DE GESTION EDUCATIVA LOCAL DE BOLOGNESI,ANCASH - CHIQUIAN,276-2,1,S/. 925.00,20/12/2024,03/01/2025,9d74d6f3-14dd-4e51-aa3d-311d404bf9d5
ACOMPAÑANTE TECNICO PARA EL SERVICIO DE CUIDADO DIURNO,PROGRAMA NACIONAL CUNA MAS,ANCASH - CHIMBOTE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1302,1,"S/. 2,614.19",20/12/2024,03/01/2025,9c63e3f9-f91c-454d-bb06-25570daeaa20
TRABAJADOR DE SERVICIO,UNIDAD DE GESTION EDUCATIVA LOCAL DE BOLOGNESI,ANCASH - AQUIA,276-2,1,S/. 971.65,18/12/2024,01/01/2025,27a39c3a-a642-4747-b438-142d272b5ed7
PERSONAL ADMINISTRATIVO (03):  I.E. N°84248 - LLUYCHOCOLPAN / I.E. N° 84255 - SALAPAMPA / I.E.N° 8119 - PARCO,UNIDAD DE GESTION EDUCATIVA LOCAL DE MARISCAL LUZURIAGA,ANCASH - PISCOBAMBA,276-001,3,"S/. 1,023.75",18/12/2024,01/01/2025,25101ed7-9f62-4923-8f82-3f3ba9b32e15
"I.E. N° 84025""CED"" - ROMEROPAMPA (01)",UNIDAD DE GESTION EDUCATIVA LOCAL DE MARISCAL LUZURIAGA,ANCASH - PISCOBAMBA,276-001,2,"S/. 1,023.75",18/12/2024,01/01/2025,0ab04959-e91b-4103-9074-d1cb81cb33cb
TRABAJADOR DE SERVICIO,UNIDAD DE GESTION EDUCATIVA LOCAL DE BOLOGNESI,ANCASH - AQUIA,276-2,1,S/. 971.65,18/12/2024,01/01/2025,d2e7b0f0-d198-4d6f-9d3d-a23b9258b9cd
SECRETARIA I - (OCI- UGEL MARISCAL LUZURIAGA (01),UNIDAD DE GESTION EDUCATIVA LOCAL DE MARISCAL LUZURIAGA,ANCASH - PISCOBAMBA,276-001,1,"S/. 1,023.75",18/12/2024,01/01/2025,5a02e316-e29b-4694-a802-1c1bf3fc8460
PERSONAL DE SERVICIO,UNIDAD DE GESTION EDUCATIVA DE AIJA,ANCASH - LA MERCED,276-01,1,S/. 950.00,17/12/2024,31/12/2024,b3c74cec-d980-488c-9e0f-6834209b98e1
TESORERO,ZONA REGISTRAL N VII SEDE HUARAZ,ANCASH - INDEPENDENCIA,728-006,1,"S/. 6,300.00",17/12/2024,31/12/2024,3a69efd1-f3c6-4d08-914c-6f4d58433e63
ESPECIALISTA ADMINISTRATIVO DE TRAMITE DOCUMENTARIO,UNIDAD DE SERVICIOS EDUCATIVOS YUNGAY,ANCASH - YUNGAY,276-01,1,"S/. 1,099.65",17/12/2024,31/12/2024,ad1c5e8b-a4dd-4dfb-87a2-7e6319dde15b
ESPECIALISTA EN RED,UNIDAD DE SERVICIOS EDUCATIVOS YUNGAY,ANCASH - YUNGAY,276-01,1,"S/. 1,099.65",17/12/2024,31/12/2024,8941f9b1-cf10-467b-a512-f489833e271f
SECRETARIO/A JUDICIAL,PODER JUDICIAL,ANCASH - CHIMBOTE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-054,1,"S/. 2,972.00",17/12/2024,31/12/2024,b9f3af24-f5eb-41f5-bdc0-4edbafdd8c64
ESPECIALISTA JUDICIAL DE AUDIENCIA,PODER JUDICIAL,ANCASH - NUEVO CHIMBOTE,D.LEG 1057 - DETERMINADO (SUPLENCIA)-049,1,"S/. 2,972.00",16/12/2024,30/12/2024,89cde3c4-f2e2-4629-b3c6-87c4a173e2f6
ESPECIALISTA JUDICIAL DE AUDIENCIA,PODER JUDICIAL,ANCASH - NUEVO CHIMBOTE,D.LEG 1057 - DETERMINADO (SUPLENCIA)-049,2,"S/. 2,972.00",16/12/2024,30/12/2024,f8d44799-41f1-42b9-b1c4-985b5513575d
"RESGUARDO, CUSTODIA Y VIGILANCIA",PODER JUDICIAL,ANCASH - CHIMBOTE,D.LEG 1057 - DETERMINADO (SUPLENCIA)-050,1,"S/. 1,300.00",16/12/2024,30/12/2024,5a31cc82-e1a4-495e-aa03-fdaa3eaf91d4
"RESGUARDO, CUSTODIA Y VIGILANCIA",PODER JUDICIAL,ANCASH - CHIMBOTE,D.LEG 1057 - DETERMINADO (SUPLENCIA)-052,1,"S/. 1,300.00",16/12/2024,30/12/2024,93414b89-9dc2-4221-b3fd-9fd52dff5c57
AGENTE DE SEGURIDAD,PODER JUDICIAL,ANCASH - CHIMBOTE,D.LEG 1057 - DETERMINADO (SUPLENCIA)-050,1,"S/. 1,950.00",16/12/2024,30/12/2024,331b2d88-9c2b-4cc8-b7af-6cc6716b6eea
ESPECIALISTA JUDICIAL DE JUZGADO,PODER JUDICIAL,ANCASH - NUEVO CHIMBOTE,D.LEG 1057 - DETERMINADO (SUPLENCIA)-049,1,"S/. 2,972.00",16/12/2024,30/12/2024,38a54bba-1c92-4154-81aa-0378c3039f47
COORDINADOR/A DE CAUSA / AUDIENCIA,PODER JUDICIAL,ANCASH - NUEVO CHIMBOTE,D.LEG 1057 - DETERMINADO (SUPLENCIA)-049,1,"S/. 3,722.00",16/12/2024,30/12/2024,ff1a2313-a4b2-459f-b97b-6d72dbef8591
ESPECIALISTA JUDICIAL DE AUDIENCIA,PODER JUDICIAL,ANCASH - NUEVO CHIMBOTE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-053,1,"S/. 2,972.00",16/12/2024,30/12/2024,498c1343-6189-46f4-a784-9111247124d3
ESPECIALISTA JUDICIAL DE JUZGADO,PODER JUDICIAL,ANCASH - NUEVO CHIMBOTE,D.LEG 1057 - DETERMINADO (SUPLENCIA)-045,1,"S/. 2,972.00",16/12/2024,30/12/2024,ae5522bf-c457-4f93-94ab-dc917081e447
GESTORES LOCALES,PROGRAMA NACIONAL DE APOYO DIRECTO A LOS MAS POBRES,ANCASH - HUARAZ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-295,2,"S/. 2,000.00",16/12/2024,30/12/2024,bb846bc6-b483-4ebc-ad4f-557463ceecd3
AUDITOR I,UNIDAD DE GESTION EDUCATIVA CASMA,ANCASH - CASMA,276-06,1,S/. 990.00,16/12/2024,30/12/2024,55d501c5-5d01-4f53-8186-4834908b79c0
ASISTENTE INFORMÁTICO,PODER JUDICIAL,ANCASH - NUEVO CHIMBOTE,D.LEG 1057 - DETERMINADO (SUPLENCIA)-051,1,"S/. 2,572.00",13/12/2024,27/12/2024,1186378e-6b05-4c68-9880-56b6f3babd7c
PERSONAL ADMINISTRATIVO II.EE Y OTROS,UNIDAD DE GESTION EDUCATIVA LOCAL DE HUARAZ,ANCASH - HUARAZ,276-06,12,S/. 971.95,13/12/2024,27/12/2024,877516dc-da1b-4b01-afa5-c8cdc247a3cd
JEFE TÉCNICO DE UNIDAD EMPRESARIAL CHIMBOTE,EMPRESA REGIONAL DE SERVICIO PUBLICO DE ELECTRICIDAD ELECTRONORTEMEDIO SOCIEDAD ANONIMA - HIDRANDINA,ANCASH - CHIMBOTE,728-2,1,"S/. 6,500.00",12/12/2024,26/12/2024,05fdf411-8fca-4132-b112-20f51967399f
ESPECIALISTA JUDICIAL DE AUDIENCIA,PODER JUDICIAL,ANCASH - CARHUAZ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-059,1,"S/. 2,972.00",12/12/2024,26/12/2024,ee29b03f-ab54-48c5-a5a7-f6b49bf20ff2
ASISTENTE JUDICIAL - PENAL,PODER JUDICIAL,ANCASH - HUAYLAS,D.LEG 1057 - DETERMINADO (SUPLENCIA)-060,1,"S/. 3,470.00",12/12/2024,26/12/2024,58840def-8169-48a7-8f53-77780cf00687
"RESGUARDO, CUSTODIA Y VIGILANCIA",PODER JUDICIAL,ANCASH - CHIMBOTE,D.LEG 1057 - DETERMINADO (SUPLENCIA)-047,5,"S/. 1,300.00",11/12/2024,24/12/2024,e134e5ac-692e-42a6-a4e5-43c98e214e96
GESTOR/A INSTITUCIONAL,PROGRAMA NACIONAL ÑPLATAFORMAS DE ACCIÓN PARA LA INCLUSIÓN SOCIAL-PAISÑ,ANCASH - COCHABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-139,1,"S/. 3,000.00",11/12/2024,24/12/2024,f246f5c4-99ad-40b8-af43-a2bd2fed411e
ESPECIALISTA JUDICIAL DE JUZGADO,PODER JUDICIAL,ANCASH - HUARAZ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-058,1,"S/. 2,972.00",11/12/2024,24/12/2024,44c96dab-acc1-40b1-af73-37e19ffe18f9
TRABAJADOR DE SERVICIO,UNIDAD DE GESTION EDUCATIVA LOCAL DE BOLOGNESI,ANCASH - ABELARDO PARDO LEZAMETA,276-2,1,S/. 971.65,11/12/2024,24/12/2024,bf6fb47e-a0c8-4a1d-b2ca-2860d666b104
TRABAJADOR DE SERVICIO,UNIDAD DE GESTION EDUCATIVA LOCAL DE BOLOGNESI,ANCASH - HUASTA,276-2,1,S/. 971.65,11/12/2024,24/12/2024,ceea3ca0-cd6a-46e9-8fea-45e40e69dde4
APOYO ADMINISTRATIVO Y/O JURISDICCIONAL,PODER JUDICIAL,ANCASH - CHIMBOTE,D.LEG 1057 - DETERMINADO (SUPLENCIA)-047,1,"S/. 1,720.00",11/12/2024,24/12/2024,143444cf-d593-458f-a8ea-b2d163a1252f
TRABAJADOR DE SERVICIO,UNIDAD DE GESTION EDUCATIVA LOCAL DE BOLOGNESI,ANCASH - COLQUIOC,276-2,1,S/. 971.65,11/12/2024,24/12/2024,c70e810c-d12a-4db8-a2d1-b208981234e1
TRABAJADOR DE SERVICIO,UNIDAD DE GESTION EDUCATIVA LOCAL DE BOLOGNESI,ANCASH - HUALLANCA,276-2,1,S/. 971.65,11/12/2024,24/12/2024,72fc41c8-b8ed-483a-9738-a7b1a7834abc
SUB DIRECTOR DE RIESGOS ASOCIADOS A GLACIARES,INSTITUTO NACIONAL DE INVESTIGACION EN GLACIARES Y ECOSISTEMAS DE MONTAÑA,ANCASH - HUARAZ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-019,1,"S/. 12,114.19",10/12/2024,23/12/2024,b4378fca-c7fa-4c06-896d-64abcaa87ef1
TRABAJADOR DE SERVICIO,UNIDAD DE GESTION EDUCATIVA LOCAL SIHUAS,ANCASH - SAN JUAN,276-01,1,S/. 924.25,10/12/2024,23/12/2024,6ff28657-1546-4096-89c1-34fcd14e471b
ADMINISTRADOR,PROGRAMA NACIONAL CUNA MAS,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1314,1,"S/. 5,114.19",20/12/2024,03/01/2025,59dbbc06-02bc-488f-8dab-e07fb2ab8364
ESPECIALISTA EN NUTRICION,PROGRAMA NACIONAL CUNA MAS,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1294,1,"S/. 2,614.19",20/12/2024,03/01/2025,b8434d23-74d3-4da3-bd9c-aee446499389
ABOGADO,PROGRAMA NACIONAL CUNA MAS,CAJAMARCA - JAEN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1293,1,"S/. 3,814.19",20/12/2024,03/01/2025,956c3817-ee88-4166-b10b-0ea2219d8808
COORDINADOR DE PRESUPUESTO,HOSPITAL SANTA MARIA DE CUTERVO,CAJAMARCA - CUTERVO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-7,1,"S/. 4,000.00",18/12/2024,01/01/2025,0e9940b9-8cc8-4852-a127-a58d32419489
ASISTENTE SOCIAL,HOSPITAL SANTA MARIA DE CUTERVO,CAJAMARCA - CUTERVO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-7,1,"S/. 2,900.00",18/12/2024,01/01/2025,ae39e751-3b0a-4e1f-bb9a-522b824204f5
INGENIERO IV,GERENCIA SUB-REGIONAL CUTERVO,CAJAMARCA - CUTERVO,276-01,1,S/. 987.00,18/12/2024,01/01/2025,b5d7bf42-f856-4305-9bf3-2cad18832658
COORDINADOR DE RECURSOS HUMANOS,HOSPITAL SANTA MARIA DE CUTERVO,CAJAMARCA - CUTERVO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-7,1,"S/. 4,000.00",18/12/2024,01/01/2025,81a9cbdc-90c0-4393-b18f-c490552a821a
ESPECIALISTA ADMINISTRATIVO I-GESTIÓN DE LA COMPENSACIÓN,HOSPITAL SANTA MARIA DE CUTERVO,CAJAMARCA - CUTERVO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-7,1,"S/. 3,500.00",18/12/2024,01/01/2025,24ccd61a-1d0f-4198-8ded-654db61443c5
MÉDICO ESPECIALISTA EN MEDICINA INTERNA,HOSPITAL SANTA MARIA DE CUTERVO,CAJAMARCA - CUTERVO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-7,1,"S/. 8,000.00",18/12/2024,01/01/2025,0728bb65-6633-4171-ad34-dc24cca9f196
TECNICO ADMINISTRATIVO III,GERENCIA SUB-REGIONAL CUTERVO,CAJAMARCA - CUTERVO,276-01,1,S/. 847.00,18/12/2024,01/01/2025,353063a1-023a-4758-9ead-83fbf83aeb06
GESTORES LOCALES – SUPLENCIA,PROGRAMA NACIONAL DE APOYO DIRECTO A LOS MAS POBRES,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-296,2,"S/. 2,000.00",16/12/2024,30/12/2024,7c3a85f3-0b7f-4082-99b0-3c90113d823f
MEDICO ESPECIALISTA / ANESTESIOLOGO,UNIDAD EJECUTORA SALUD CAJAMARCA,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 7,300.00",13/12/2024,27/12/2024,4a92c869-0e29-461e-ad16-b81791f08e6d
MEDICO ESPECIALISTA / ANESTESIOLOGO,UNIDAD EJECUTORA SALUD CAJAMARCA,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 7,300.00",13/12/2024,27/12/2024,84ebbe5e-f7f6-4fa8-a4e5-c7a8c029744f
MEDICO ESPECIALISTA / GINECOLOGO,UNIDAD EJECUTORA SALUD CAJAMARCA,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 7,300.00",13/12/2024,27/12/2024,5b5eee69-bd4f-4b4e-91ca-b245d1d8a724
MEDICO ESPECIALISTA / GINECOLOGO,UNIDAD EJECUTORA SALUD CAJAMARCA,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 7,300.00",13/12/2024,27/12/2024,c1b9f1dd-0693-4f28-a0ee-a78b5f92ee1f
MEDICO ESPECIALISTA / GINECOLOGO,UNIDAD EJECUTORA SALUD CAJAMARCA,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 9,000.00",13/12/2024,27/12/2024,a83e6500-51bb-4c4b-a07b-024f23631414
MEDICO ESPECIALISTA / PEDIATRA,UNIDAD EJECUTORA SALUD CAJAMARCA,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 7,300.00",13/12/2024,27/12/2024,3b516e11-c964-44c8-a477-602895da543f
MEDICO ESPECIALISTA / PEDIATRA,UNIDAD EJECUTORA SALUD CAJAMARCA,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 7,300.00",13/12/2024,27/12/2024,10262193-5e55-40a8-8465-567c7f821e2c
PILOTO DE AMBULANCIA,UNIDAD EJECUTORA SALUD CAJAMARCA,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 1,800.00",13/12/2024,27/12/2024,7706ab8b-0f7d-4396-a912-0199d4ac1ef5
QUIMICO FARMACEUTICO,UNIDAD EJECUTORA SALUD CAJAMARCA,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 2,900.00",13/12/2024,27/12/2024,99ef50a9-b16c-4719-aac7-afa5d33afc35
TECNICO EN ENFERMERIA,UNIDAD EJECUTORA SALUD CAJAMARCA,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 2,000.00",13/12/2024,27/12/2024,85209224-aeeb-476a-8bf5-be80ca6970c7
TECNICO EN ENFERMERIA,UNIDAD EJECUTORA SALUD CAJAMARCA,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 1,800.00",13/12/2024,27/12/2024,80ac990f-51be-4619-bc48-e1642116b024
TECNICO EN ENFERMERIA,UNIDAD EJECUTORA SALUD CAJAMARCA,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 1,180.00",13/12/2024,27/12/2024,e6a35f41-1276-40a9-abb1-cec97d321648
TECNOLOGO MEDICO,UNIDAD EJECUTORA SALUD CAJAMARCA,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 2,900.00",13/12/2024,27/12/2024,5734e06b-d97d-4365-880d-76a1a9076870
TECNOLOGO MEDICO EN RADIOLOGIA,UNIDAD EJECUTORA SALUD CAJAMARCA,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 2,900.00",13/12/2024,27/12/2024,90f2ca9e-f498-433d-8d0d-aa5fa70a1f16
VIGILANTE,UNIDAD EJECUTORA SALUD CAJAMARCA,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 1,800.00",13/12/2024,27/12/2024,18f4a24e-0cf3-4a9c-9ebe-db186c3c36a7
MEDICO,UNIDAD EJECUTORA SALUD CAJAMARCA,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 5,200.00",13/12/2024,27/12/2024,03a717d6-78d8-4f8c-bafb-a8eb2ee30cb3
MEDICO,UNIDAD EJECUTORA SALUD CAJAMARCA,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 5,200.00",13/12/2024,27/12/2024,b0c4f4e3-0a55-40ac-b150-a5fcdf9cc895
MEDICO,UNIDAD EJECUTORA SALUD CAJAMARCA,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 5,200.00",13/12/2024,27/12/2024,0f87fa31-b61e-477e-b4b8-574553bc96fa
MEDICO,UNIDAD EJECUTORA SALUD CAJAMARCA,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 5,200.00",13/12/2024,27/12/2024,31a56d0d-6b6d-4830-acf7-7b299c89ca1a
MEDICO,UNIDAD EJECUTORA SALUD CAJAMARCA,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 5,200.00",13/12/2024,27/12/2024,9ba22a82-053c-4a28-9fa1-e04829b3e51e
INGENIERO DE SISTEMAS,UNIDAD EJECUTORA SALUD CAJAMARCA,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 2,800.00",13/12/2024,27/12/2024,e8e0c654-dae6-44cb-90e7-0700d1ff16d8
ENFERMERA/O,UNIDAD EJECUTORA SALUD CAJAMARCA,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 2,900.00",13/12/2024,27/12/2024,ee2d3c53-4372-462f-ba9e-32a752fca71c
ENFERMERA/O,UNIDAD EJECUTORA SALUD CAJAMARCA,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 2,900.00",13/12/2024,27/12/2024,ef959dd1-c8a3-4afa-b90a-124cc9a7ec4f
DIGITADOR,UNIDAD EJECUTORA SALUD CAJAMARCA,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 1,100.00",13/12/2024,27/12/2024,331e3857-4c89-4eae-8718-85b14ee9f801
AUXILIAR ADMINISTRATIVO,UNIDAD EJECUTORA SALUD CAJAMARCA,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 1,575.00",13/12/2024,27/12/2024,c6e6d38a-b71f-45f3-b82d-65ea15726844
ASISTENTE SOCIAL,UNIDAD EJECUTORA SALUD CAJAMARCA,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 2,900.00",13/12/2024,27/12/2024,a0f490ea-97ca-4a01-9e8d-569586365f7e
MEDICO PSIQUIATRA,UNIDAD EJECUTORA SALUD CAJAMARCA,CAJAMARCA - CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 8,000.00",13/12/2024,27/12/2024,1fd3a7e0-71e6-4786-8ed7-dde424656c50
JEFE DE UNIDAD EMPRESARIAL CAJAMARCA,EMPRESA REGIONAL DE SERVICIO PUBLICO DE ELECTRICIDAD ELECTRONORTEMEDIO SOCIEDAD ANONIMA - HIDRANDINA,CAJAMARCA - CAJAMARCA,728-1,1,"S/. 10,518.00",12/12/2024,26/12/2024,37f63809-97e0-45a9-9bd5-0017ceb18a96
TÉCNICO EN ENFERMERIA I,UNIDAD EJECUTORA DE SALUD SANTA CRUZ,CAJAMARCA - CATACHE,276-006,1,"S/. 2,755.00",12/12/2024,26/12/2024,1f3c92de-6f82-4dde-8c5f-608b4057712c
MÉDICO CIRUJANO,UNIDAD EJECUTORA DE SALUD SANTA CRUZ,CAJAMARCA - CHANCAYBAÑOS,276-006,1,"S/. 6,624.00",12/12/2024,26/12/2024,11b47c20-bc47-454f-838a-28355425360b
PERSONAL DE SERVIO (AE),UNIDAD DE GESTION EDUCATIVA LOCAL SAN MARCOS - UGEL SAN MARCOS,CAJAMARCA - PEDRO GALVEZ,276-3,5,"S/. 2,321.65",10/12/2024,23/12/2024,46350503-a36b-45ee-892d-1f0ede7400da
TECNOLOGO MEDICO,DIRECCION REGIONAL DE SALUD APURIMAC,APURIMAC - ABANCAY,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-013,1,"S/. 5,500.00",20/12/2024,03/01/2025,bd37b77c-20ed-497c-ac94-b5403473f14f
"OBSTETRAS, SERVICIOS ITINERANTE.",DIRECCION REGIONAL DE SALUD APURIMAC,APURIMAC - ABANCAY,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-013,3,"S/. 5,500.00",20/12/2024,03/01/2025,0b742d0d-5d0c-41fd-84bc-682a9743740b
"MEDICO CIRUJANO, SERVICIOS ITINERANTE.",DIRECCION REGIONAL DE SALUD APURIMAC,APURIMAC - ABANCAY,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-013,3,"S/. 7,540.00",20/12/2024,03/01/2025,dff6d42a-9f88-481c-8c6e-bc54f92651c9
