position,institution,ubication,num_conv,n_vac,wage,begin_date,end_date,id_uuid
ASISTENTE SOCIAL,UNIDAD EJECUTORA 301 EDUCA CHNCHA PISCO,ICA - CHINCHA ALTA,276-01,1,"S/. 2,500.00",23/12/2024,06/01/2025,cb7af144-2121-4c5b-af35-5eec13c369d5
AUXILIAR DE BIBLIOTECA,UNIDAD EJECUTORA 301 EDUCA CHNCHA PISCO,ICA - CHINCHA ALTA,276-01,1,"S/. 2,500.00",23/12/2024,06/01/2025,4b15fbf4-48e1-431d-a346-3bc4a9bd807f
TRABAJADOR DE SERVICIO,UNIDAD EJECUTORA 301 EDUCA CHNCHA PISCO,ICA - CHINCHA ALTA,276-01,12,"S/. 2,500.00",23/12/2024,06/01/2025,fe8fa558-0ab6-45a2-b312-14ce197a9776
ESPECIALISTA EN NUTRICION,PROGRAMA NACIONAL CUNA MAS,ICA - ICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1295,1,"S/. 2,614.19",20/12/2024,03/01/2025,3a790010-8486-49ca-8c2d-c0dddbca3803
ACOMPAÑANTE TECNICO PARA EL SERVICIO DE CUIDADO DIURNO,PROGRAMA NACIONAL CUNA MAS,ICA - ICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1313,1,"S/. 2,614.19",20/12/2024,03/01/2025,5530c870-0e2c-48d7-99e3-96b4f0566b16
PERSONAL DE SEGURIDAD,PODER JUDICIAL,ICA - ICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-022,1,"S/. 1,950.00",20/12/2024,03/01/2025,de6cf34b-e4b9-48fc-ab6b-69ff33a84cb8
"JEFE DE LA UNIDAD DE PLANEAMIENTO, PRESUPUESTO Y MODERNIZACIÓN",ZONA REGISTRAL NRO XI SEDE ICA,ICA - ICA,728-004,1,"S/. 8,700.00",16/12/2024,30/12/2024,e61dd00c-4743-4c1e-99cc-c1f24d1ce08d
AUXILIAR ADMINISTRATIVO - TRABAJADOR DE SERVICIOS,UNIDAD DE SERVICIOS EDUCATIVOS YUNGAY,ANCASH - MANCOS,276-001,1,"S/. 2,321.65",23/12/2024,06/01/2025,33b24aa7-de94-47ae-9df3-5333405ae84a
ACOMPAÑANTE TECNICO PARA EL SERVICIO DE CUIDADO DIURNO,PROGRAMA NACIONAL CUNA MAS,ANCASH - CHIMBOTE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1302,1,"S/. 2,614.19",20/12/2024,03/01/2025,d44db08d-9686-4808-aa99-ec581a7d949c
ESPECIALISTA EN FINANZAS I,UNIDAD DE GESTION EDUCATIVA LOCAL DE BOLOGNESI,ANCASH - CHIQUIAN,276-2,1,S/. 925.00,20/12/2024,03/01/2025,562dbb06-223f-42a6-b0f3-3d0cf5c8d170
"I.E. N° 84025""CED"" - ROMEROPAMPA (01)",UNIDAD DE GESTION EDUCATIVA LOCAL DE MARISCAL LUZURIAGA,ANCASH - PISCOBAMBA,276-001,2,"S/. 1,023.75",18/12/2024,01/01/2025,36c0fca7-cb59-4544-a558-4edddb9ec65e
PERSONAL ADMINISTRATIVO (03):  I.E. N°84248 - LLUYCHOCOLPAN / I.E. N° 84255 - SALAPAMPA / I.E.N° 8119 - PARCO,UNIDAD DE GESTION EDUCATIVA LOCAL DE MARISCAL LUZURIAGA,ANCASH - PISCOBAMBA,276-001,3,"S/. 1,023.75",18/12/2024,01/01/2025,1c58a883-5b7a-4c73-946b-a94c04199382
TRABAJADOR DE SERVICIO,UNIDAD DE GESTION EDUCATIVA LOCAL DE BOLOGNESI,ANCASH - AQUIA,276-2,1,S/. 971.65,18/12/2024,01/01/2025,63f9c5ab-3aca-431d-8129-8e90d229c7cd
TRABAJADOR DE SERVICIO,UNIDAD DE GESTION EDUCATIVA LOCAL DE BOLOGNESI,ANCASH - AQUIA,276-2,1,S/. 971.65,18/12/2024,01/01/2025,73dfe207-fc3b-4e16-938b-b2565e843daa
SECRETARIA I - (OCI- UGEL MARISCAL LUZURIAGA (01),UNIDAD DE GESTION EDUCATIVA LOCAL DE MARISCAL LUZURIAGA,ANCASH - PISCOBAMBA,276-001,1,"S/. 1,023.75",18/12/2024,01/01/2025,b234930c-62b1-4a50-9a89-6865afb8be58
PERSONAL DE SERVICIO,UNIDAD DE GESTION EDUCATIVA DE AIJA,ANCASH - LA MERCED,276-01,1,S/. 950.00,17/12/2024,31/12/2024,12829b7f-3040-4053-b4a3-9712666c19a0
TESORERO,ZONA REGISTRAL N VII SEDE HUARAZ,ANCASH - INDEPENDENCIA,728-006,1,"S/. 6,300.00",17/12/2024,31/12/2024,3bd409f7-8c12-49de-8dcc-3c999f58c7cb
ESPECIALISTA EN RED,UNIDAD DE SERVICIOS EDUCATIVOS YUNGAY,ANCASH - YUNGAY,276-01,1,"S/. 1,099.65",17/12/2024,31/12/2024,df066138-a94c-44b3-97ab-26945f3ce34b
ESPECIALISTA ADMINISTRATIVO DE TRAMITE DOCUMENTARIO,UNIDAD DE SERVICIOS EDUCATIVOS YUNGAY,ANCASH - YUNGAY,276-01,1,"S/. 1,099.65",17/12/2024,31/12/2024,40e59043-a129-4a79-8e34-7c69828dc901
SECRETARIO/A JUDICIAL,PODER JUDICIAL,ANCASH - CHIMBOTE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-054,1,"S/. 2,972.00",17/12/2024,31/12/2024,013d36ef-fbe3-4b5c-a1ee-8dce07428e7d
GESTORES LOCALES,PROGRAMA NACIONAL DE APOYO DIRECTO A LOS MAS POBRES,ANCASH - HUARAZ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-295,2,"S/. 2,000.00",16/12/2024,30/12/2024,0bae18bd-61f2-42ba-a165-7b590573a1b2
AUDITOR I,UNIDAD DE GESTION EDUCATIVA CASMA,ANCASH - CASMA,276-06,1,S/. 990.00,16/12/2024,30/12/2024,b924e243-1078-4d57-9c19-42a19e0e8800
ESPECIALISTA JUDICIAL DE JUZGADO,PODER JUDICIAL,ANCASH - NUEVO CHIMBOTE,D.LEG 1057 - DETERMINADO (SUPLENCIA)-045,1,"S/. 2,972.00",16/12/2024,30/12/2024,341d878e-9c2c-4f4e-9e79-23058c657328
ESPECIALISTA JUDICIAL DE JUZGADO,PODER JUDICIAL,ANCASH - NUEVO CHIMBOTE,D.LEG 1057 - DETERMINADO (SUPLENCIA)-049,1,"S/. 2,972.00",16/12/2024,30/12/2024,89d87068-ca15-406c-9f27-2b59af8fb1cd
ESPECIALISTA JUDICIAL DE AUDIENCIA,PODER JUDICIAL,ANCASH - NUEVO CHIMBOTE,D.LEG 1057 - DETERMINADO (SUPLENCIA)-049,1,"S/. 2,972.00",16/12/2024,30/12/2024,baca596e-8617-4d8d-aee9-ae3b08291955
AGENTE DE SEGURIDAD,PODER JUDICIAL,ANCASH - CHIMBOTE,D.LEG 1057 - DETERMINADO (SUPLENCIA)-050,1,"S/. 1,950.00",16/12/2024,30/12/2024,42228785-033d-496a-86bc-0af7c952aca9
"RESGUARDO, CUSTODIA Y VIGILANCIA",PODER JUDICIAL,ANCASH - CHIMBOTE,D.LEG 1057 - DETERMINADO (SUPLENCIA)-052,1,"S/. 1,300.00",16/12/2024,30/12/2024,91101472-3799-4297-a079-e666fa4177d9
"RESGUARDO, CUSTODIA Y VIGILANCIA",PODER JUDICIAL,ANCASH - CHIMBOTE,D.LEG 1057 - DETERMINADO (SUPLENCIA)-050,1,"S/. 1,300.00",16/12/2024,30/12/2024,ade5b252-feb2-4347-b06a-40e0dc070951
ESPECIALISTA JUDICIAL DE AUDIENCIA,PODER JUDICIAL,ANCASH - NUEVO CHIMBOTE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-053,1,"S/. 2,972.00",16/12/2024,30/12/2024,b355fdf2-72ff-4e32-bf01-fb9ae0d2dd92
COORDINADOR/A DE CAUSA / AUDIENCIA,PODER JUDICIAL,ANCASH - NUEVO CHIMBOTE,D.LEG 1057 - DETERMINADO (SUPLENCIA)-049,1,"S/. 3,722.00",16/12/2024,30/12/2024,5d2bff5e-b00a-41a0-890b-a1cc6cde623e
ESPECIALISTA JUDICIAL DE AUDIENCIA,PODER JUDICIAL,ANCASH - NUEVO CHIMBOTE,D.LEG 1057 - DETERMINADO (SUPLENCIA)-049,2,"S/. 2,972.00",16/12/2024,30/12/2024,2619180d-888f-4ec8-86f3-a2228600ff11
ASISTENTE INFORMÁTICO,PODER JUDICIAL,ANCASH - NUEVO CHIMBOTE,D.LEG 1057 - DETERMINADO (SUPLENCIA)-051,1,"S/. 2,572.00",13/12/2024,27/12/2024,ccc9a3dc-e3f7-4010-91d8-9ea80debfc50
PERSONAL ADMINISTRATIVO II.EE Y OTROS,UNIDAD DE GESTION EDUCATIVA LOCAL DE HUARAZ,ANCASH - HUARAZ,276-06,12,S/. 971.95,13/12/2024,27/12/2024,fd780e45-fe28-4724-a927-22c33a00dd9c
ESPECIALISTA JUDICIAL DE AUDIENCIA,PODER JUDICIAL,ANCASH - CARHUAZ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-059,1,"S/. 2,972.00",12/12/2024,26/12/2024,f2ef1e44-3090-4376-a0d3-a1634bf1830c
ASISTENTE JUDICIAL - PENAL,PODER JUDICIAL,ANCASH - HUAYLAS,D.LEG 1057 - DETERMINADO (SUPLENCIA)-060,1,"S/. 3,470.00",12/12/2024,26/12/2024,98fb2817-1528-4343-b429-502a1a8aab2a
JEFE TÉCNICO DE UNIDAD EMPRESARIAL CHIMBOTE,EMPRESA REGIONAL DE SERVICIO PUBLICO DE ELECTRICIDAD ELECTRONORTEMEDIO SOCIEDAD ANONIMA - HIDRANDINA,ANCASH - CHIMBOTE,728-2,1,"S/. 6,500.00",12/12/2024,26/12/2024,8e64bcd4-350a-4f86-bd5e-0b4c2f2df43b
PERSONAL DE SERVICIO,UGE JUNIN,JUNIN - JUNIN,276-007,1,"S/. 2,321.65",24/12/2024,07/01/2025,233cfe7f-c84e-4343-a91c-39266a6e237e
ASISTENTE JURISDICCIONAL DE JUZGADO,PODER JUDICIAL,JUNIN - EL TAMBO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-79,1,"S/. 2,572.00",24/12/2024,07/01/2025,1323082a-1038-4866-831d-9af35b9077e0
TRABAJADOR DE SERVICIO,INSTITUCION EDUCATIVA FRANCISCO IRAZOLA,JUNIN - SATIPO,276-1,1,"S/. 1,700.00",23/12/2024,06/01/2025,8c6f666b-888a-4e84-8b85-008be19e326d
TRABAJADOR DE SERVICIO II,"INSTITUTO DE EDUCACION SUPERIOR TECNOLOGICO PUBLICO ""SAUSA""",JUNIN - SAUSA,276-001,1,"S/. 2,321.65",20/12/2024,03/01/2025,78157e81-22ce-40b2-a96d-08fa53d79713
TÉCNICO EN SISTEMAS,ZONA REGISTRAL NRO. VIII - SEDE HUANCAYO,JUNIN - EL TAMBO,728-006,1,"S/. 3,400.00",20/12/2024,03/01/2025,8abae28c-08a8-48b2-bb68-318934a7809b
ESPECIALISTA EN NUTRICION,PROGRAMA NACIONAL CUNA MAS,JUNIN - EL TAMBO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1312,1,"S/. 2,614.19",20/12/2024,03/01/2025,54aaf393-232e-41b0-b8da-805b6468b11f
TRABAJADOR DE SERVICIO,UGE JUNIN,JUNIN - JUNIN,276-006,1,"S/. 2,321.65",20/12/2024,03/01/2025,84e65941-31cb-40ec-9332-a55cec9ae340
ESPECIALISTA LEGAL,PODER JUDICIAL,JUNIN - CHANCHAMAYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-77,1,"S/. 2,972.00",20/12/2024,03/01/2025,da0b7ee7-74f5-4217-a683-65b0a1dd9c93
SECRETARIA (O),UNIDAD EJECUTORA EDUCACIÓN PANGOA,JUNIN - PANGOA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-31,1,"S/. 1,200.00",19/12/2024,02/01/2025,a47897fb-c22e-43ac-815a-a01898a4af9f
OPERADOR PAD,UNIDAD EJECUTORA EDUCACION HUANCAYO,JUNIN - HUANCAYO,276-16,1,"S/. 1,020.75",19/12/2024,02/01/2025,ca2a55e0-8750-4fd8-9771-ce79d16c7718
TRABAJADOR DE SERVICIO II,UNIDAD EJECUTORA EDUCACION HUANCAYO,JUNIN - PILCOMAYO,276-16,1,S/. 971.65,19/12/2024,02/01/2025,a1f5c0f1-2d47-40fb-b091-2124f8f3163d
TRABAJADOR DE SERVICIO II Y III,UNIDAD EJECUTORA EDUCACION HUANCAYO,JUNIN - HUANCAYO,276-17,20,S/. 971.65,19/12/2024,02/01/2025,7e96406e-0f58-4453-994a-523fac17ca17
PROFESIONALES Y TECNICOS PARA CARGOS DIVERSOS EN LA SEDE UGEL CHANHCAMAYO,UNIDAD EJECUTORA EDUCACION CHANCHAMAYO,JUNIN - CHANCHAMAYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-043,10,"S/. 2,500.00",19/12/2024,02/01/2025,b92c3532-c22b-4f54-b1a3-0e142721659d
PSICOLOGO,UNIDAD EJECUTORA EDUCACION HUANCAYO,JUNIN - EL TAMBO,276-15,1,"S/. 5,309.50",19/12/2024,02/01/2025,30becfba-db52-47ba-9749-c90382821a40
TRABAJADOR DE SERVICIO III,UNIDAD EJECUTORA EDUCACION HUANCAYO,JUNIN - HUANCAYO,276-13,1,S/. 971.65,18/12/2024,01/01/2025,0d2365d3-1c60-428b-b5b1-0c0d44265e30
"AUXILIAR DE LABORATORIO I, PERSONAL DE SERVICIO II, AUXILIAR DE LABORATORIO I",DIRECCION REGIONAL DE EDUCACION DE JUNIN,JUNIN - CHUPACA,276-004,3,S/. 890.00,18/12/2024,01/01/2025,e328f496-3b90-43d1-8103-9c3318d3d341
PERSONAL DE SERVICIO 3,"CENTRO EDUCATIVO ESTATAL INTEGRADO TÉCNICO ""NUESTRA SEÑORA DE FATIMA""",JUNIN - EL TAMBO,276-001,1,"S/. 1,800.00",18/12/2024,01/01/2025,b7982035-2f1e-4710-99ff-b143bc90644e
TRABAJADOR DE SERVICIO II,UNIDAD EJECUTORA EDUCACION HUANCAYO,JUNIN - CULLHUAS,276-14,1,S/. 971.65,18/12/2024,01/01/2025,448e3175-83a7-416e-8b72-0579e0bf2e2c
ASISTENTE JURISDICCIONAL,PODER JUDICIAL,JUNIN - CHUPACA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-78,78,"S/. 2,572.00",17/12/2024,31/12/2024,2181e2ac-d446-4622-8226-e8a51c94489a
OFICINISTA I,UNIDAD EJECUTORA EDUCACION HUANCAYO,JUNIN - HUANCAYO,276-12,1,S/. 971.65,17/12/2024,31/12/2024,a12e7f0d-9334-4734-8775-38e1e6565bf9
TECNICO ADMINISTRATIVO I,UNIDAD EJECUTORA EDUCACION HUANCAYO,JUNIN - HUANCAYO,276-12,1,"S/. 1,020.75",17/12/2024,31/12/2024,57737343-0b60-4807-a95a-ebe82535468a
TRABAJADOR DE SERVICIO  II Y III,UNIDAD EJECUTORA EDUCACION HUANCAYO,JUNIN - HUANCAYO,276-12,6,S/. 971.65,17/12/2024,31/12/2024,3258d196-cb29-48f4-b5a8-1740ee2b3d83
TRABAJADOR DE SERVICIO III,UNIDAD EJECUTORA EDUCACION HUANCAYO,JUNIN - QUILCAS,276-11,1,S/. 971.65,16/12/2024,30/12/2024,c624616b-6590-43a8-a4cb-50668e5acf30
AUXILIAR REGISTRAL PARA LA OFICINA REGISTRAL DE HUANCAYO,ZONA REGISTRAL NRO. VIII - SEDE HUANCAYO,JUNIN - EL TAMBO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-034,1,"S/. 1,614.19",16/12/2024,30/12/2024,afa369f3-e23b-40f8-8bf8-c4c28f500799
TRABAJADOR DE SERVICIO II,UNIDAD EJECUTORA EDUCACION HUANCAYO,JUNIN - EL TAMBO,276-06,1,S/. 971.65,16/12/2024,30/12/2024,bf7d503a-8b83-4f26-aafc-cfa7bd6f2e20
AUXILIAR DE LABORATORIO I,UNIDAD EJECUTORA EDUCACION HUANCAYO,JUNIN - SAN JERONIMO DE TUNAN,276-07,1,S/. 971.65,16/12/2024,30/12/2024,6a857b5e-3648-4c1d-89e2-f11f34847adf
TRABAJADOR DE SERVICIO II,UNIDAD EJECUTORA EDUCACION HUANCAYO,JUNIN - CHILCA,276-09,1,S/. 971.65,16/12/2024,30/12/2024,2c75e699-ebd8-47ed-84a2-7ee8d32ac5d6
TRABAJADOR DE SERVICIO II,UNIDAD EJECUTORA EDUCACION HUANCAYO,JUNIN - HUANCAYO,276-10,1,S/. 971.65,16/12/2024,30/12/2024,b71fa319-0a95-4fd3-8b3a-a536a6753b51
TRABAJADOR DE SERVICIO II,UNIDAD EJECUTORA EDUCACION HUANCAYO,JUNIN - HUANCAYO,276-08,1,S/. 971.65,16/12/2024,30/12/2024,3c8b6aa0-4e45-4309-91a6-c59ed211c06e
ESPECIALISTA JUDICIAL DE AUDIENCIA DE JUZGADO,PODER JUDICIAL,JUNIN - HUANCAYO,728-09,1,"S/. 5,670.00",16/12/2024,30/12/2024,a6eb9b1e-5891-440b-8a9b-d44edc96c9fc
PROFESIONAL PARA EL ÓRGANO DE CONTROL INSTITUCIONAL,ZONA REGISTRAL NRO. VIII - SEDE HUANCAYO,JUNIN - CHILCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-036,1,"S/. 5,614.19",16/12/2024,30/12/2024,0161799e-3eca-4c87-88fa-a11612d1fc7b
TECNICO ADMINISTRATIVO I,UNIDAD EJECUTORA EDUCACION CHANCHAMAYO,JUNIN - CHANCHAMAYO,276-06,1,"S/. 2,400.00",13/12/2024,27/12/2024,0955eebf-3149-4614-bb11-09242365ada8
"TECNICO EN FINANZAS I, TRABAJADOR DE SERVICIO II, TRABAJADOR DE SERVICIO III",DIRECCION REGIONAL DE EDUCACION DE JUNIN,JUNIN - SAN AGUSTIN,276-004,3,S/. 850.00,13/12/2024,27/12/2024,a8328aa1-ab50-4c10-8214-da457e5f2368
ASISTENTE JURISDICCIONAL,PODER JUDICIAL,JUNIN - PICHANAQUI,D.LEG 1057 - DETERMINADO (SUPLENCIA)-75,1,"S/. 1,500.00",13/12/2024,27/12/2024,a96d8dff-feca-4ebc-a2db-4b2c148b8f7d
PROFESIONAL DE APOYO EN ARCHIVO PARA LA OFICINA REGISTRAL DE SELVA CENTRAL,ZONA REGISTRAL NRO. VIII - SEDE HUANCAYO,JUNIN - SAN RAMON,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-035,1,"S/. 1,914.19",13/12/2024,27/12/2024,7024a5a9-1f41-4e0b-a0e6-b89752a856da
ADMINISTRADOR DE BASES DE DATOS /REDES,PODER JUDICIAL,JUNIN - CHANCHAMAYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-76,1,"S/. 2,950.00",13/12/2024,27/12/2024,16ab1a1c-46c0-4b7b-bbac-d4e3cf27cf35
TECNOLOGO MEDICO,DIRECCION REGIONAL DE SALUD APURIMAC,APURIMAC - ABANCAY,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-013,1,"S/. 5,500.00",20/12/2024,03/01/2025,00a53497-cefb-4861-8ebd-3e40d02914f3
"OBSTETRAS, SERVICIOS ITINERANTE.",DIRECCION REGIONAL DE SALUD APURIMAC,APURIMAC - ABANCAY,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-013,3,"S/. 5,500.00",20/12/2024,03/01/2025,3bb76813-d10c-4b69-8a02-3e2012152dc0
"MEDICO CIRUJANO, SERVICIOS ITINERANTE.",DIRECCION REGIONAL DE SALUD APURIMAC,APURIMAC - ABANCAY,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-013,3,"S/. 7,540.00",20/12/2024,03/01/2025,18e3d482-9bc8-4970-9539-3cbdf57713d6
ACOMPAÑANTE TECNICO PARA EL SERVICIO DE CUIDADO DIURNO,PROGRAMA NACIONAL CUNA MAS,APURIMAC - COTABAMBAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1298,1,"S/. 2,614.19",20/12/2024,03/01/2025,a3b1cc25-a6d9-44c8-b7d3-0fdf7109c099
SUBGERENTE(A) DE LA SUBGERENCIA DE CATASTRO Y CONTROL URBANO,MUNICIPALIDAD PROVINCIAL DE CHINCHEROS,APURIMAC - CHINCHEROS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-04,1,"S/. 3,000.00",19/12/2024,02/01/2025,a249ecf6-68ba-4772-bdf2-f6c4b9544103
SUBGERENTE(A) DE LA SUBGERENCIA DE CONTABILIDAD,MUNICIPALIDAD PROVINCIAL DE CHINCHEROS,APURIMAC - CHINCHEROS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-04,1,"S/. 3,000.00",19/12/2024,02/01/2025,8b5c9611-3acd-450c-8d06-321adf52f54c
SUBGERENTE(A) DE LA SUBGERENCIA DE DESARROLLO HUMANO,MUNICIPALIDAD PROVINCIAL DE CHINCHEROS,APURIMAC - CHINCHEROS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-04,1,"S/. 2,500.00",19/12/2024,02/01/2025,69aef96b-02d5-4d72-843e-174d30b04da1
"SUBGERENTE(A) DE LA SUBGERENCIA DE EDUCACIÓN, CULTURA, DEPORTE Y SALUD Y RECREACIÓN.",MUNICIPALIDAD PROVINCIAL DE CHINCHEROS,APURIMAC - CHINCHEROS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-04,1,"S/. 2,500.00",19/12/2024,02/01/2025,ead34070-1900-4d73-ad50-c1dbd915cb29
SUBGERENTE(A) DE LA SUBGERENCIA DE ESTUDIOS – UNIDAD FORMULADORA.,MUNICIPALIDAD PROVINCIAL DE CHINCHEROS,APURIMAC - CHINCHEROS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-04,1,"S/. 3,000.00",19/12/2024,02/01/2025,2de7d727-b66a-48ed-a777-4d885d449282
SUBGERENTE(A) DE LA SUBGERENCIA DE GESTIÓN Y FISCALIZACIÓN AMBIENTAL,MUNICIPALIDAD PROVINCIAL DE CHINCHEROS,APURIMAC - CHINCHEROS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-04,1,"S/. 2,500.00",19/12/2024,02/01/2025,ef56695c-b075-4426-beb1-54704c134954
SUBGERENTE(A) DE LA SUBGERENCIA DE GESTIÓN DE RIESGOS DE DESASTRES,MUNICIPALIDAD PROVINCIAL DE CHINCHEROS,APURIMAC - CHINCHEROS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-04,1,"S/. 3,000.00",19/12/2024,02/01/2025,7caacfbc-6202-44c3-8564-d37027c397d5
SUBGERENTE(A) DE LA SUBGERENCIA DE OBRAS Y MANTENIMIENTO UNIDAD EJECUTORA.,MUNICIPALIDAD PROVINCIAL DE CHINCHEROS,APURIMAC - CHINCHEROS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-04,1,"S/. 3,000.00",19/12/2024,02/01/2025,86888141-ddbf-412d-81e6-8aabe6c0cac3
SUBGERENTE(A) DE LA SUBGERENCIA DE PROGRAMAS SOCIALES Y ASISTENCIALES,MUNICIPALIDAD PROVINCIAL DE CHINCHEROS,APURIMAC - CHINCHEROS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-04,1,"S/. 2,500.00",19/12/2024,02/01/2025,fe3bb871-d44c-41b1-b1ef-22dd8be8430f
SUBGERENTE(A) DE LA SUBGERENCIA DE PROMOCIÓN EMPRESARIAL Y TURISMO Y PYMES.,MUNICIPALIDAD PROVINCIAL DE CHINCHEROS,APURIMAC - CHINCHEROS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-04,1,"S/. 2,500.00",19/12/2024,02/01/2025,e283504a-7d6c-4b3c-a355-8cd1a1240952
SUBGERENTE(A) DE LA SUBGERENCIA DE PROYECTOS PRODUCTIVOS Y DESARROLLO AGROPECUARIO.,MUNICIPALIDAD PROVINCIAL DE CHINCHEROS,APURIMAC - CHINCHEROS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-04,1,"S/. 2,500.00",19/12/2024,02/01/2025,c36df093-f8e1-4fe0-9eb0-8ee3b5793999
