position,institution,ubication,num_conv,n_vac,wage,begin_date,end_date,id_uuid
FOTOGRAFO/ VIDEOGRAFO DE MATERIAL FISICO Y VIRTUAL,MUNICIPALIDAD PROVINCIAL DE ABANCAY,APURIMAC - ABANCAY,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-034,1,"S/. 3,000.00",13/11/2024,26/11/2024,0210852e-9250-4e4d-a24e-9897682f334a
ASISTENTE REGIONAL IPERÚ,COMISION PARA LA PROMOCION DE EXPORTACI,APURIMAC - ANDAHUAYLAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-077,1,"S/. 3,500.00",13/11/2024,26/11/2024,0210158b-4e33-4942-8ad9-4e0921acd4b6
SERVICIO DE CONTROL PREVIO Y REVISION DE DOCUMENTOS ADMINISTRATIVOS,MUNICIPALIDAD PROVINCIAL DE ABANCAY,APURIMAC - ABANCAY,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-033,1,"S/. 2,000.00",13/11/2024,26/11/2024,9323d283-f275-4602-96cf-367634cc1c24
AUXILIAR DE LIMPIEZA Y MANTENIMIENTO,MINISTERIO DE CULTURA,AMAZONAS - TINGO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-268,1,"S/. 1,314.19",26/11/2024,10/12/2024,4233d38b-b403-420b-9a33-d2dbde7305ca
GESTORES LOCALES,PROGRAMA NACIONAL DE APOYO DIRECTO A LOS MAS POBRES,AMAZONAS - NIEVA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-280,2,"S/. 2,000.00",25/11/2024,06/12/2024,4c433a75-892e-448a-8196-e7e925a5b490
FISCALIZADOR,MUNICIPALIDAD PROVINCIAL BAGUA,AMAZONAS - BAGUA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 2,500.00",21/11/2024,04/12/2024,9988c985-78c8-4db8-94d4-be9ea889ac90
ASISTENTE(A) DE CAMPO EN CONSERVACIÓN DE RECURSOS FITOGENÉTICOS,INSTITUTO NACIONAL DE INNOVACION AGRARIA,AMAZONAS - HUANCAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-602,1,"S/. 2,500.00",21/11/2024,04/12/2024,9c1c2d00-2471-485e-a1ee-3fc843dd469f
CHOFER I,PROVIAS DESCENTRALIZADO,AMAZONAS - BAGUA,728-023,1,"S/. 2,000.00",21/11/2024,04/12/2024,e152d3cf-8e81-45a3-97d7-5f1d94638d7d
ASISTENTE LEGAL,MUNICIPALIDAD PROVINCIAL BAGUA,AMAZONAS - BAGUA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 2,800.00",21/11/2024,04/12/2024,e38864a4-a794-4ede-b5c9-4c9272fed27f
ESPECIALISTA EN DESARROLLO PRODUCTIVO,MUNICIPALIDAD PROVINCIAL BAGUA,AMAZONAS - BAGUA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 3,500.00",21/11/2024,04/12/2024,a69389a2-24d2-42fb-8b43-6a5f64a29690
ESPECIALISTA REGIONAL EN ATENCIÓN AL CIUDADANO,ORGANISMO SUPERVISOR DE LA INVERSION EN ENERGIA Y MINERIA,AMAZONAS - CHACHAPOYAS,728-016,1,"S/. 6,500.00",20/11/2024,03/12/2024,bc45a37e-570b-47d5-b9da-b7ecd1b6a309
ASISTENTE EN FUNCION FISCAL,MINISTERIO PUBLICO - GERENCIA ADMINISTRATIVA DE AMAZONAS,AMAZONAS - CHACHAPOYAS,728-14,1,"S/. 4,672.11",20/11/2024,03/12/2024,2f18972f-a921-40f7-a7f0-44eb67ed2e91
ASISTENTE EN FUNCION FISCAL,MINISTERIO PUBLICO - GERENCIA ADMINISTRATIVA DE AMAZONAS,AMAZONAS - BAGUA,728-14,1,"S/. 4,672.11",20/11/2024,03/12/2024,446dcb5f-df37-48cb-84bd-5ff75c96e94d
ASISTENTE ADMINISTRATIVO,MINISTERIO PUBLICO - GERENCIA ADMINISTRATIVA DE AMAZONAS,AMAZONAS - BAGUA,728-14,1,"S/. 3,901.11",20/11/2024,03/12/2024,fd3f71cf-dbee-4472-91af-724a5eeee4a4
UN/A (01) ASISTENTE OPERATIVO PARA HOGAR REFUGIO TEMPORAL UTCUBAMBA - AMAZONAS,PROGR NAC PARA LA PREVENC Y ERRADIC DE LA VIOLENCIA CONTRA LAS MUJERES E INTEG DEL GRUP FAM-AURORA,AMAZONAS - BAGUA GRANDE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-584,1,"S/. 2,500.00",19/11/2024,02/12/2024,b53ef7c1-c329-4e09-821e-6fd0dfd33b48
ENFERMERA/O,HOSPITAL REGIONAL VIRGEN DE FATIMA CHACHAPOYAS,AMAZONAS - CHACHAPOYAS,276-1,2,"S/. 5,300.00",18/11/2024,29/11/2024,1f87b486-d2c8-44bf-9d25-19804c98bb36
CONTADOR,HOSPITAL REGIONAL VIRGEN DE FATIMA CHACHAPOYAS,AMAZONAS - CHACHAPOYAS,276-1,1,"S/. 2,494.50",18/11/2024,29/11/2024,76cb3838-abb2-4af5-a002-96903b888ac2
QUIMICO FARMACEUTICO,HOSPITAL REGIONAL VIRGEN DE FATIMA CHACHAPOYAS,AMAZONAS - CHACHAPOYAS,276-1,1,"S/. 5,300.00",18/11/2024,29/11/2024,1a8ad0dc-d1c2-4f85-99f8-828ce58bc87d
PSICOLOGO/A,HOSPITAL REGIONAL VIRGEN DE FATIMA CHACHAPOYAS,AMAZONAS - CHACHAPOYAS,276-1,1,"S/. 5,300.00",18/11/2024,29/11/2024,9d4daa6f-b4ab-4bbb-bdb9-c6c7dfe50355
TECNICO ASISTENCIAL,HOSPITAL REGIONAL VIRGEN DE FATIMA CHACHAPOYAS,AMAZONAS - CHACHAPOYAS,276-1,2,"S/. 2,755.00",18/11/2024,29/11/2024,4be3206b-dc97-4c42-86ac-fdad6813350e
TRABAJADOR SOCIAL,HOSPITAL REGIONAL VIRGEN DE FATIMA CHACHAPOYAS,AMAZONAS - CHACHAPOYAS,276-1,2,"S/. 5,300.00",18/11/2024,29/11/2024,a79584e3-056f-406b-a691-7cb3a8fd99a3
TÉCNICO EN ENFERMERÍA I,HOSPITAL REGIONAL VIRGEN DE FATIMA CHACHAPOYAS,AMAZONAS - CHACHAPOYAS,276-1,4,"S/. 2,755.00",18/11/2024,29/11/2024,009e7e36-e4e3-4903-bc15-cc1aab5c0895
GESTOR LOCAL,PROGRAMA NACIONAL DE APOYO DIRECTO A LOS MAS POBRES,AMAZONAS - BAGUA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-269,1,"S/. 2,000.00",18/11/2024,29/11/2024,0942faef-453e-4bed-8ba0-441e493fb0e1
GESTOR LOCAL,PROGRAMA NACIONAL DE APOYO DIRECTO A LOS MAS POBRES,AMAZONAS - BAGUA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-268,1,"S/. 2,000.00",18/11/2024,29/11/2024,27f3b50a-35b7-4672-a338-3af6de93591c
NUTRICIONISTA,HOSPITAL REGIONAL VIRGEN DE FATIMA CHACHAPOYAS,AMAZONAS - CHACHAPOYAS,276-1,2,"S/. 5,300.00",18/11/2024,29/11/2024,362c2ec4-f5db-412d-b12b-56edd65a2658
TECNICO ADMINISTRATIVO II,HOSPITAL REGIONAL VIRGEN DE FATIMA CHACHAPOYAS,AMAZONAS - CHACHAPOYAS,276-1,3,"S/. 2,387.50",18/11/2024,29/11/2024,b9749538-dfbe-4e05-80b9-6880f55e2299
ASISTENTE ADMINISTRATIVO PARA LA DIRECCIÓN DE RECONVERSIÓN PRODUCTIVA,"PROYECTO ESPECIAL DE DESARROLLO DEL VALLE DE LOS RÍO APURIMAC, ENE Y MANTARO- PROVRAEM",AYACUCHO - AYNA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-006,1,"S/. 3,500.00",20/11/2024,03/12/2024,a8a17896-9242-4e8d-a64e-1d7d32f3a5c0
CHOFER III,GOBIERNO REGIONAL AYACUCHO - TRANSPORTES,AYACUCHO - JESUS NAZARENO,276-004,1,"S/. 2,289.00",20/11/2024,03/12/2024,81184dea-a9c6-4159-82fb-f30f11e4e668
ALBAÑIL III,GOBIERNO REGIONAL AYACUCHO - TRANSPORTES,AYACUCHO - JESUS NAZARENO,276-004,2,"S/. 2,289.00",20/11/2024,03/12/2024,41765284-5d90-4621-8c38-3a79429596e8
AUDITOR II,GOBIERNO REGIONAL AYACUCHO - TRANSPORTES,AYACUCHO - JESUS NAZARENO,276-004,1,"S/. 2,581.00",20/11/2024,03/12/2024,baa0953f-006d-4073-909f-fabb7fc3b3f0
CAPATAZ  II,GOBIERNO REGIONAL AYACUCHO - TRANSPORTES,AYACUCHO - JESUS NAZARENO,276-004,1,"S/. 2,297.00",20/11/2024,03/12/2024,19d4634f-6c39-4184-97be-e4c6e79ca7b5
MAQUINISTA  II,GOBIERNO REGIONAL AYACUCHO - TRANSPORTES,AYACUCHO - JESUS NAZARENO,276-004,1,"S/. 2,289.00",20/11/2024,03/12/2024,ee852001-abb4-47ee-85df-e52794b8e316
INGENIERO I,GOBIERNO REGIONAL AYACUCHO - TRANSPORTES,AYACUCHO - JESUS NAZARENO,276-004,1,"S/. 2,553.00",20/11/2024,03/12/2024,3b9373b3-d145-42c6-8290-f6f9680795d2
INGENIERO II,GOBIERNO REGIONAL AYACUCHO - TRANSPORTES,AYACUCHO - JESUS NAZARENO,276-004,1,"S/. 2,581.00",20/11/2024,03/12/2024,9525e6a7-0dde-43f3-be6c-07695688ac8e
SOLDADOR II,GOBIERNO REGIONAL AYACUCHO - TRANSPORTES,AYACUCHO - JESUS NAZARENO,276-004,1,"S/. 2,280.00",20/11/2024,03/12/2024,d01792b9-19c6-47f0-a946-6f3698cf1ff1
PERSONAL DE SERVICIOS II,GOBIERNO REGIONAL AYACUCHO - TRANSPORTES,AYACUCHO - JESUS NAZARENO,276-004,1,"S/. 2,289.00",20/11/2024,03/12/2024,39a48a88-4d33-4215-beb9-a1c55ff5f69c
MAQUINISTA  I,GOBIERNO REGIONAL AYACUCHO - TRANSPORTES,AYACUCHO - JESUS NAZARENO,276-004,1,"S/. 2,280.00",20/11/2024,03/12/2024,ac2047ec-d528-487b-b97d-7701e8879d0d
CONVOCATORIA PARA LA CONTRATACIÓN ADMINISTRATIVA DE SERVICIO CAS (NECESIDAD TRANSITORIA)  DE UN/A (01) ABOGADO/A COMUNITARIO PARA SAR SANTILLANA – AYACUCHO,PROGR NAC PARA LA PREVENC Y ERRADIC DE LA VIOLENCIA CONTRA LAS MUJERES E INTEG DEL GRUP FAM-AURORA,AYACUCHO - SANTILLANA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-579,1,"S/. 4,500.00",19/11/2024,02/12/2024,e15d9a0e-cebc-41e9-ab8b-d25ea694c9de
ESPECIALISTA JUDICIAL DE JUZGADO,PODER JUDICIAL,AYACUCHO - CORACORA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-068,1,"S/. 2,972.00",18/11/2024,29/11/2024,12fddd4e-0e92-4433-bcd2-aaf063d7d672
TECNICO ADMINISTRATIVO I,UNIDAD EJECUTORA RED DE SALUD HUAMANGA,AYACUCHO - SANTIAGO DE PISCHA,276-002,1,"S/. 2,219.00",15/11/2024,28/11/2024,e9627016-c0d9-4925-8435-5a1a884b17d2
MEDICO I,UNIDAD EJECUTORA RED DE SALUD HUAMANGA,AYACUCHO - JESUS NAZARENO,276-002,1,"S/. 6,624.00",15/11/2024,28/11/2024,9efbb694-8932-42ad-a815-078be3623585
OBSTETRA,UNIDAD EJECUTORA RED DE SALUD HUAMANGA,AYACUCHO - SAN JUAN BAUTISTA,276-002,1,"S/. 5,300.00",15/11/2024,28/11/2024,58ffffa5-5af1-4a8e-9acf-8031a72edaba
PILOTO DE AMBULANCIA,UNIDAD EJECUTORA RED DE SALUD HUAMANGA,AYACUCHO - SAN JUAN BAUTISTA,276-002,1,"S/. 2,755.00",15/11/2024,28/11/2024,90eeae40-e63a-4fcd-a3ea-37c7eecc3ae4
MEDICO,UNIDAD EJECUTORA RED DE SALUD HUAMANGA,AYACUCHO - CARMEN ALTO,276-002,1,"S/. 6,624.00",15/11/2024,28/11/2024,df5d2546-b11a-49ac-8ad4-b36a4c931299
ESPECIALISTA ADMINISTRATIVO,UNIDAD EJECUTORA RED DE SALUD HUAMANGA,AYACUCHO - AYACUCHO,276-002,1,"S/. 2,333.00",15/11/2024,28/11/2024,f21ea8ec-51d6-4402-ba01-34149c3e7966
MEDICO I,UNIDAD EJECUTORA RED DE SALUD HUAMANGA,AYACUCHO - ANDRES AVELINO CACERES DORREGARAY,276-002,1,"S/. 6,624.00",15/11/2024,28/11/2024,e8a588bf-a1b9-424b-b6e5-5cd8a8ce697e
ESPECIALISTA EN CONVIVENCIA ESCOLAR,UNIDAD DE GESTION EDUCATIVA LOCAL DE VICTOR FAJARDO,AYACUCHO - HUANCAPI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,1,"S/. 3,500.00",15/11/2024,28/11/2024,6a7b30de-194e-4903-8a40-5fc98ebc7200
BIOLOGO,UNIDAD EJECUTORA RED DE SALUD HUAMANGA,AYACUCHO - SAN JUAN BAUTISTA,276-002,1,"S/. 5,300.00",15/11/2024,28/11/2024,8ead046a-fc61-47e2-ad07-7db97d147ea3
TECNICO ASISTENCIAL,UNIDAD EJECUTORA RED DE SALUD HUAMANGA,AYACUCHO - PARAS,276-002,1,"S/. 2,755.00",15/11/2024,28/11/2024,169a8bf9-feb9-41d4-8cc0-ec6333e3b20c
ASISTENTE DE TESORERÍA Y RECAUDACIONES,TERRAPUERTO MUNICIPAL LIBERTADORES DE AMERICA,AYACUCHO - AYACUCHO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 1,614.19",15/11/2024,28/11/2024,693e9fef-01d3-4466-b27f-5572387986d3
MEDICO I,UNIDAD EJECUTORA RED DE SALUD HUAMANGA,AYACUCHO - PARAS,276-002,2,"S/. 6,624.00",15/11/2024,28/11/2024,7485ba39-5774-401a-8a20-728f070db948
RESPONSABLE DEL SERVICIOS DE TOPICO,TERRAPUERTO MUNICIPAL LIBERTADORES DE AMERICA,AYACUCHO - AYACUCHO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 1,614.19",15/11/2024,28/11/2024,31929c0b-26bc-4935-b0a3-7e95ddf34463
ESPECIALISTA FORESTAL  (SIGLA-DFFS 12)  COD.AIRHSP N°000146 -DRA AYACUCHO CON SEDE AGENCIA AGRARIA VRAE(SAN FRANCISCO- AYNA),DIRECCION REGIONAL AGRARIA AYACUCHO,AYACUCHO - AYACUCHO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-07,1,"S/. 3,000.00",15/11/2024,28/11/2024,3903416a-f5ca-42fd-b7ff-c60fd334b14e
CAJERO/A - RECAUDADOR/A,TERRAPUERTO MUNICIPAL LIBERTADORES DE AMERICA,AYACUCHO - AYACUCHO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 1,400.19",15/11/2024,28/11/2024,664ddfc8-b42e-4d76-aa18-93db76a22e86
SERENAZGO MUNICIPAL,MUNICIPALIDAD PROVINCIAL DE HUANCASANCOS,AYACUCHO - SANCOS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-007,1,"S/. 1,200.00",13/11/2024,26/11/2024,5c4bfd01-5b54-4df8-9819-7cb61ccf3371
PROFESIONAL EN EDUCACION PARA EL SOPORTE Y ASESORAMIENTO A IIEE INCLUSIVAS,UNIDAD DE GESTION EDUCATIVA DE PAUCAR DEL SARASARA,AYACUCHO - PAUSA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-37,1,"S/. 2,564.19",13/11/2024,26/11/2024,182b4450-5dfb-4f25-9ce7-670a4e5a9ed7
PROFESIONAL NO DOCENTE PARA EL SOPORTE Y ASESORAMIENTO A IIEE INCLUSIVAS PARA EL CEBE,UNIDAD DE GESTION EDUCATIVA DE PAUCAR DEL SARASARA,AYACUCHO - PAUSA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-38,1,"S/. 2,814.19",13/11/2024,26/11/2024,287cb516-9456-433e-b315-019c9f9273a3
TESORERO III (REGISTRO DE AIRHSP - 004230),GOBIERNO REGIONAL DE HUANCAVELICA,HUANCAVELICA - HUANCAVELICA,276-3,1,S/. 959.00,25/11/2024,06/12/2024,7b5fa46b-d3ca-4b3e-adb3-cacb2bfd4016
TÉCNICO ADMINISTRATIVO II (REGISTRO DE AIRHSP - 000396),GOBIERNO REGIONAL DE HUANCAVELICA,HUANCAVELICA - HUANCAVELICA,276-3,1,S/. 839.00,25/11/2024,06/12/2024,30da0cd5-769a-45e6-ac90-84844fe958a8
ESPECIALISTA EN LIQUIDACION FINANCIERA EN OBRAS (REGISTRO DE AIRHSP - 000109),GOBIERNO REGIONAL DE HUANCAVELICA,HUANCAVELICA - HUANCAVELICA,276-3,1,S/. 987.00,25/11/2024,06/12/2024,bd047ecb-d25f-42ef-86a1-1c725b4abf42
ASISTENTE ADMINISTRATIVO II (REGISTRO DE AIRHSP - 000735),GOBIERNO REGIONAL DE HUANCAVELICA,HUANCAVELICA - HUANCAVELICA,276-3,1,"S/. 2,200.00",25/11/2024,06/12/2024,84f7c4c7-6d50-403c-8b97-e4c8efef3845
INGENIERO III (REGISTRO DE AIRHSP - 000149),GOBIERNO REGIONAL DE HUANCAVELICA,HUANCAVELICA - HUANCAVELICA,276-3,1,S/. 959.00,25/11/2024,06/12/2024,27d4da32-24dd-41ca-93e4-34776611f410
ECONOMISTA II (REGISTRO DE AIRHSP - 000262),GOBIERNO REGIONAL DE HUANCAVELICA,HUANCAVELICA - HUANCAVELICA,276-3,1,S/. 931.00,25/11/2024,06/12/2024,911c7ab9-8645-48be-989f-007e8234c191
AUXILIAR DE FORMACIÓN DEL NIÑO II,GOBIERNO REGIONAL DE HUANCAVELICA,HUANCAVELICA - HUANCAVELICA,276-3,1,S/. 939.00,25/11/2024,06/12/2024,813f3340-a1c6-4577-b5be-59265994bf4d
ESPECIALISTA EN PROCESOS ADMINISTRATIVOS DISCIPLINARIOS,UNIDAD EJECUTORA 313 UNIDAD DE GESTION EDUCATIVA LOCAL CASTROVIRREYNA,HUANCAVELICA - CASTROVIRREYNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-8,1,"S/. 3,014.00",21/11/2024,04/12/2024,15e9f9cb-f5c4-49fe-bd2d-16b734cf7fae
VIGILANTE (CODIGO AIRHSP - 000938),GOBIERNO REGIONAL DE HUANCAVELICA,HUANCAVELICA - HUANCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-23,1,"S/. 1,200.00",21/11/2024,04/12/2024,0baf2adb-abc5-4d5e-b6ce-d8e9217bdd41
APOYO COCINA,MUNICIPALIDAD PROVINCIAL DE HUANCAVELICA,HUANCAVELICA - HUANCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 2,000.00",20/11/2024,03/12/2024,218c0344-e34f-490e-b589-783ec0ede8a9
PERSONAL DE LIMPIEZA,MUNICIPALIDAD PROVINCIAL DE HUANCAVELICA,HUANCAVELICA - HUANCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 1,500.00",20/11/2024,03/12/2024,aaf14b74-f89b-4b27-a69a-88b4f868800c
SECRETARIA,MUNICIPALIDAD PROVINCIAL DE HUANCAVELICA,HUANCAVELICA - HUANCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 2,000.00",20/11/2024,03/12/2024,c6b23ded-0b3a-4d08-9fdd-28efaf602912
