position,institution,ubication,num_conv,n_vac,wage,begin_date,end_date,id_uuid
ACOMPAÑANTE TECNICO PARA EL SERVICIO DE CUIDADO DIURNO,PROGRAMA NACIONAL CUNA MAS,HUANCAVELICA - HUANCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1208,1,"S/. 2,614.19",21/10/2024,04/11/2024,4aecd58d-cf38-4dd2-9824-7d46dd9f3c8e
ESPECIALISTA EN EQUIPAMIENTO,PROGRAMA NACIONAL CUNA MAS,HUANCAVELICA - HUANCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1214,1,"S/. 3,514.19",21/10/2024,04/11/2024,6d2d96c1-da40-4868-bb13-63a8e0f39643
PILOTO DE AMBULANCIA,UNIDAD EJECUTORA 403 RED DE SALUD TAYACAJA,HUANCAVELICA - TINTAY PUNCU,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-007,1,"S/. 1,400.00",21/10/2024,04/11/2024,5843b6bb-aeae-4320-87fb-080ebd46c1ab
JEFE DE LA UNIDAD DE ESTUDIOS Y PROYECTOS DE OBRAS PUBLICAS,MUNICIPALIDAD DISTRITAL DE DANIEL HERNANDEZ,HUANCAVELICA - DANIEL HERNANDEZ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-005,1,"S/. 1,800.00",21/10/2024,04/11/2024,5593892c-71da-4d57-ab59-9d4c44050988
SECRETARIO/A JUDICIAL,PODER JUDICIAL,HUANCAVELICA - PAMPAS,728-01,1,"S/. 5,670.00",21/10/2024,04/11/2024,5cb1461e-81c6-40af-8f9e-957602669a0e
AUXILIAR JUDICIAL,PODER JUDICIAL,HUANCAVELICA - PAMPAS,728-01,1,"S/. 3,590.00",21/10/2024,04/11/2024,487b80f2-711a-47a9-bf25-3b7a5ab247ef
ASISTENTE EN FUNCIÓN FISCAL,MINISTERIO PUBLICO-GERENCIA GENERAL,HUANCAVELICA - HUANCAVELICA,728-8,1,"S/. 4,672.11",18/10/2024,31/10/2024,a3d4009d-cdba-4d6e-9db0-3ff231b20299
JEFE DE LA UNIDAD DE SERVICIOS GENERALES,UNIVERSIDAD NACIONAL AUTÓNOMA DE TAYACAJA DANIEL HERNANDEZ MORILLO,HUANCAVELICA - PAMPAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 4,614.19",17/10/2024,30/10/2024,aacf37c4-f3a8-4d49-9293-aba65997e630
ESPECIALISTA EN PROCESOS Y PROCEDIMIENTOS,UNIVERSIDAD NACIONAL AUTÓNOMA DE TAYACAJA DANIEL HERNANDEZ MORILLO,HUANCAVELICA - PAMPAS,D.LEG 1057 - DETERMINADO (SUPLENCIA)-004,1,"S/. 3,114.19",17/10/2024,30/10/2024,3967df4b-1829-4c5e-a126-445d021b894f
TRABAJADOR(A) SOCIAL,PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,HUANCAVELICA - CASTROVIRREYNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-261,2,"S/. 3,000.00",17/10/2024,30/10/2024,12ef685a-ff69-4c06-b382-466461beb596
OBSTETRA,HOSPITAL DE PAMPAS DE TAYACAJA,HUANCAVELICA - PAMPAS,D.LEG 1057 - DETERMINADO (SUPLENCIA)-11,1,"S/. 3,014.19",17/10/2024,30/10/2024,c52f3527-7979-4d27-b92d-c3f37c55d513
OBSTETRA,GERENCIA SUB REGIONAL CASTROVIRREYNA,HUANCAVELICA - ARMA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-006,1,"S/. 2,714.19",17/10/2024,30/10/2024,90d08037-46d9-4300-b075-0f130917786b
OPERADOR DE COCINA,PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,HUANCAVELICA - CASTROVIRREYNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-261,2,"S/. 2,000.00",17/10/2024,30/10/2024,092806af-9418-4095-a0c0-e2c274f63593
TRABAJADOR DE SERVICIOS GENERALES - PERSONAL DE LIMPIEZA,GERENCIA SUB REGIONAL CASTROVIRREYNA,HUANCAVELICA - CASTROVIRREYNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-006,1,"S/. 1,314.19",17/10/2024,30/10/2024,0fc155e6-f1b8-4b10-8a68-4785d12242e5
PSICOLOGO,UNIDAD DE GESTIÓN EDUCATIVA LOCAL DE TAYACAJA,HUANCAVELICA - PAMPAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-009,1,"S/. 2,614.19",16/10/2024,29/10/2024,52d78683-2390-425c-aea6-b2b151ac1738
COORDINADOR(A) DE INNOVACION Y SOPORTE TECNOLOGICO,UNIDAD DE GESTIÓN EDUCATIVA LOCAL DE TAYACAJA,HUANCAVELICA - PAMPAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-0009,2,"S/. 1,464.19",16/10/2024,29/10/2024,2a9e194f-471b-434e-8f2b-099cbcce0a94
GESTORES LOCALES PARA LA UNIDAD TERRITORIAL HUANCAVELICA,PROGRAMA NACIONAL DE APOYO DIRECTO A LOS MAS POBRES,HUANCAVELICA - HUANCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-255,2,"S/. 2,000.00",15/10/2024,28/10/2024,067eb678-5d8c-40d4-91f9-e53950015f0b
ESPECIALISTA EN ASISTENCIA TECNICA LOCAL EN HUANCAVELICA,"CENTRO NACIONAL DE ESTIMACION, PREVENCION Y REDUCCION DEL RIESGO DE DESASTRES (CENEPRED)",HUANCAVELICA - HUANCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-97,1,"S/. 7,000.00",15/10/2024,28/10/2024,d3559a51-bffc-4fe3-8a90-0f1572d119e0
ASISTENTE SOCIAL,MINISTERIO PUBLICO-GERENCIA GENERAL,HUANCAVELICA - HUANCAVELICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-65,1,"S/. 3,614.19",15/10/2024,28/10/2024,a477bffa-64ef-4f1d-b86a-5c0bea3f8f6f
TECNICO EN FINANZAS II,GERENCIA SUB REGIONAL ACOBAMBA,HUANCAVELICA - ACOBAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-10,1,"S/. 1,314.19",15/10/2024,28/10/2024,818bddb6-8dbe-4555-8e86-df01609228d1
ESPECIALISTA EN LOGÍSTICA,UNIDAD EJECUTORA 313 UNIDAD DE GESTION EDUCATIVA LOCAL CASTROVIRREYNA,HUANCAVELICA - CASTROVIRREYNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-07,1,"S/. 3,014.19",15/10/2024,28/10/2024,ad0d4d81-3a0b-474e-999f-b6ff54a85a90
ESPECIALISTA EN RECURSOS HUMANOS,UNIDAD EJECUTORA 313 UNIDAD DE GESTION EDUCATIVA LOCAL CASTROVIRREYNA,HUANCAVELICA - CASTROVIRREYNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-07,1,"S/. 3,014.19",15/10/2024,28/10/2024,60b8c0e0-172f-4c8a-9ba3-08f5fe0aafd1
ESPECIALISTA JUDICIAL DE JUZGADO,PODER JUDICIAL,AYACUCHO - AYACUCHO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-064,1,"S/. 2,972.00",25/10/2024,08/11/2024,b6488334-8815-4b07-b3d7-569e2d8348eb
01 ESPECIALISTA ADMINISTRATIVO (SIGLA – ORADM - 01).,GOBIERNO REGIONAL AYACUCHO,AYACUCHO - AYACUCHO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-24,1,"S/. 3,500.00",25/10/2024,08/11/2024,0c71457e-6e83-4b4c-91cf-3df25383d367
ABOGADO PARA LA UNIDAD DE ASESORIA JURIDICA,ZONA REGISTRAL N° XIV-SEDE AYACUCHO,AYACUCHO - AYACUCHO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-021,1,"S/. 4,000.00",25/10/2024,08/11/2024,96725f08-aca8-4cad-a8b4-e22515edbe57
ASISTENTE EN FUNCIÓN FISCAL,MINISTERIO PUBLICO-GERENCIA GENERAL,AYACUCHO - SARA SARA,728-041,1,"S/. 4,672.11",25/10/2024,08/11/2024,8e48ce10-b479-4d5c-aefb-e6ae1038ab33
ASISTENTE ADMINISTRATIVO,MINISTERIO PUBLICO-GERENCIA GENERAL,AYACUCHO - AYACUCHO,728-041,1,"S/. 3,901.11",25/10/2024,08/11/2024,42627e35-b629-4863-b444-d72f85b728f1
ASISTENTE EN FUNCION FISCAL,MINISTERIO PUBLICO-GERENCIA GENERAL,AYACUCHO - AYNA,728-041,1,"S/. 4,672.11",25/10/2024,08/11/2024,3e26f722-635a-4e44-9a27-cce14ea4c870
JEFE DE LA UNIDAD DE CONTABILIDAD,MUNICIPALIDAD DISTRITAL DE SOCOS,AYACUCHO - SOCOS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 2,400.00",24/10/2024,07/11/2024,f44f7e21-ceb5-4d56-9dd7-cd0ef9cb3899
JEFE DE LA OFICINA DE PLANIFICACION Y PRESUPUESTO,MUNICIPALIDAD DISTRITAL DE SOCOS,AYACUCHO - SOCOS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 2,400.00",24/10/2024,07/11/2024,bbafe7bf-09cb-4ff9-8cb2-98bf3a673477
JEFE DE LA UNIDAD DE LOGISTICA,MUNICIPALIDAD DISTRITAL DE SOCOS,AYACUCHO - SOCOS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 2,400.00",24/10/2024,07/11/2024,08fa1cea-9deb-4c6d-939c-4e11f66ca6e8
JEFE DE LA UNIDAD DE TESORERIA,MUNICIPALIDAD DISTRITAL DE SOCOS,AYACUCHO - SOCOS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 2,400.00",24/10/2024,07/11/2024,6248184b-6e11-44e4-9d19-3112627f2e68
RESPONSABLE DE LA DIVISION DE ESTUDIOS DE PRE INVERSION - UNIDAD FORMULADORA (UF),MUNICIPALIDAD DISTRITAL DE SOCOS,AYACUCHO - SOCOS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 2,400.00",24/10/2024,07/11/2024,748401c2-8369-4e82-b76a-2e178d3b8236
RESPONSABLE DE LA DIVISION DE ESTUDIOS DEFINITIVOS Y OBRAS PUBLICAS,MUNICIPALIDAD DISTRITAL DE SOCOS,AYACUCHO - SOCOS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 2,400.00",24/10/2024,07/11/2024,94dfb025-4e0c-4009-95bb-cc42cb69a539
RESPONSABLE DE LA DIVISION DE PROGRAMAS SOCIALES Y SERVICIOS PUBLICOS,MUNICIPALIDAD DISTRITAL DE SOCOS,AYACUCHO - SOCOS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 2,000.00",24/10/2024,07/11/2024,e355888c-2f70-4977-9923-9563155d7673
RESPONSABLE DE LA DIVISION DE RECURSOS NATURALES Y MEDIO AMBIENTE,MUNICIPALIDAD DISTRITAL DE SOCOS,AYACUCHO - SOCOS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 2,000.00",24/10/2024,07/11/2024,197e994f-a3de-41ec-9d8d-16f57ed5c626
RESPONSABLE DEL AREA DE RENTAS,MUNICIPALIDAD DISTRITAL DE SOCOS,AYACUCHO - SOCOS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 1,500.00",24/10/2024,07/11/2024,81eda6fb-443b-4d01-8296-cd2d1d1a0169
SECRETARIA DE LA SUB GERENCIA DE DESARROLLO SOCIAL Y SERVICIOS PUBLICOS,MUNICIPALIDAD DISTRITAL DE SOCOS,AYACUCHO - SOCOS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 1,300.00",24/10/2024,07/11/2024,9ce3feab-c972-4d68-953f-ad7de59244bc
SECRETARIA DE LA SUB GERENCIA DE INFRAESTRUCTURA Y DESARROLLO URBANO RURAL,MUNICIPALIDAD DISTRITAL DE SOCOS,AYACUCHO - SOCOS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 1,400.00",24/10/2024,07/11/2024,05239bdb-6c3b-4e3f-9aba-3868adb410fa
SECRETARIA GENERAL,MUNICIPALIDAD DISTRITAL DE SOCOS,AYACUCHO - SOCOS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 1,800.00",24/10/2024,07/11/2024,ad16c7f4-dbea-460b-b743-a83c49bcf0dc
ASISTENTE ADMINISTRATIVO DE LA DIRECCIÓN DE RECONVERSIÓN PRODUCTIVA,"PROYECTO ESPECIAL DE DESARROLLO DEL VALLE DE LOS RÍO APURIMAC, ENE Y MANTARO- PROVRAEM",AYACUCHO - AYNA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-006,1,"S/. 3,500.00",24/10/2024,07/11/2024,0d53eb87-51ed-4e1c-a59c-b0cdf3917299
GERENCIA DE DESARROLLO SOCIAL Y HUMANO,MUNICIPALIDAD DISTRITAL DE TAMBO PROVINC,AYACUCHO - TAMBO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-005,1,"S/. 2,600.00",22/10/2024,05/11/2024,5879b9d9-86cb-4f53-aa56-2fda8ad83f7a
"RESGUARDO, CUSTODIA Y VIGILANCIA",PODER JUDICIAL,AYACUCHO - SIVIA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-063,1,"S/. 1,400.00",22/10/2024,05/11/2024,720572a8-34f8-464c-af3f-ab4390eaf0a9
CONDUCTOR DE VEHICULOS,MINISTERIO PUBLICO-GERENCIA GENERAL,AYACUCHO - AYACUCHO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-72,1,"S/. 2,114.19",22/10/2024,05/11/2024,a33f62c4-ae6e-4c51-a961-2a4fc7e8e400
RESPONSABLE DE LA OFICINA DEL PROGRAMA DE VASO DE LECHE Y PADRÓN NOMINAL.,MUNICIPALIDAD DISTRITAL DE TAMBO PROVINC,AYACUCHO - TAMBO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-005,1,"S/. 1,800.00",22/10/2024,05/11/2024,0207cc68-6ded-489b-923d-c1dbf0e92beb
PERSONAL DE CAJA,ZONA REGISTRAL N° XIV-SEDE AYACUCHO,AYACUCHO - AYACUCHO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-020,1,"S/. 2,000.00",22/10/2024,05/11/2024,4d6118a4-efd7-44fc-a609-5dfec92fdb51
ASISTENTE ADMINISTRATIVO,MINISTERIO PUBLICO-GERENCIA GENERAL,AYACUCHO - AYACUCHO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-72,1,"S/. 2,914.19",22/10/2024,05/11/2024,4a60dc47-610d-41f0-9fae-8745f7d436d8
AUXILIAR DE SISTEMA ADMINISTRATIVO II,UNIVERSIDAD NACIONAL DE SAN CRISTOBAL DH,AYACUCHO - AYACUCHO,276-021,1,S/. 001.00,21/10/2024,04/11/2024,596fcac3-c856-4bed-aed6-d69d91a05a26
AUXILIAR DE SISTEMA ADMINISTRATIVO I,UNIVERSIDAD NACIONAL DE SAN CRISTOBAL DH,AYACUCHO - AYACUCHO,276-020,1,S/. 001.00,21/10/2024,04/11/2024,10a3c51b-1144-4aa8-92ce-487ee6c5da57
ESPECIALISTA ADMINISTRATIVO I (POR CONVENIO),"INSTITUTO DE EDUCACION SUPERIOR TECNOLOGICO PUBLICO ""VICTOR ALVAREZ HUAPAYA""",AYACUCHO - SAN JUAN BAUTISTA,276-001,1,"S/. 2,400.00",21/10/2024,04/11/2024,6b57a8d6-d06a-41b8-a085-a7c96ea4b67d
ACOMPAÑANTE TECNICO PARA EL SERVICIO DE ACOMPAÑAMIENTO A FAMILIAS,PROGRAMA NACIONAL CUNA MAS,AYACUCHO - PUQUIO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1186,1,"S/. 3,314.19",21/10/2024,04/11/2024,e288b4f2-0fbf-4d98-8ea6-b95ec3a240a8
ACOMPAÑANTE TECNICO PARA EL SERVICIO DE CUIDADO DIURNO,PROGRAMA NACIONAL CUNA MAS,AYACUCHO - CANGALLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1204,1,"S/. 2,614.19",21/10/2024,04/11/2024,396b7be1-ec6c-4153-a580-68c5253b3308
ACOMPAÑANTE TECNICO PARA EL SERVICIO DE CUIDADO DIURNO,PROGRAMA NACIONAL CUNA MAS,AYACUCHO - SANCOS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1205,1,"S/. 2,614.19",21/10/2024,04/11/2024,2dbb24ff-5294-4c97-8cda-806e79ee6f60
ESPECIALISTA JUDICIAL DE AUDIENCIA,PODER JUDICIAL,AYACUCHO - AYACUCHO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-062,1,"S/. 2,972.00",21/10/2024,04/11/2024,74257872-0ffb-4e28-bdd8-f98f0b62f092
TÉCNICO EN RACIONALIZACIÓN I,UNIVERSIDAD NACIONAL DE SAN CRISTOBAL DH,AYACUCHO - AYACUCHO,276-022,1,S/. 001.00,21/10/2024,04/11/2024,feb16d4a-91f4-4af1-b1c8-b2b749667e1b
ASISTENTE EN FUNCIÓN FISCAL,MINISTERIO PUBLICO-GERENCIA GENERAL,AYACUCHO - CANGALLO,728-8,1,"S/. 4,672.11",18/10/2024,31/10/2024,76928e76-5e27-4af2-96b1-f479bf6ddd2c
ASISTENTE ADMINISTRATIVO,MINISTERIO PUBLICO-GERENCIA GENERAL,AYACUCHO - AYACUCHO,728-8,1,"S/. 3,901.11",18/10/2024,31/10/2024,01fda65d-b8b5-46ae-bc16-c2ddc7c69a76
ASISTENTE ADMINISTRATIVO (CONDUCTOR),MINISTERIO PUBLICO-GERENCIA GENERAL,AYACUCHO - AYACUCHO,728-8,1,"S/. 3,901.11",18/10/2024,31/10/2024,6a88e254-2ded-4347-be3c-94bda4c64d2f
ASISTENTE EN FUNCIÓN FISCAL,MINISTERIO PUBLICO-GERENCIA GENERAL,AYACUCHO - AYACUCHO,728-8,1,"S/. 4,672.11",18/10/2024,31/10/2024,159b5208-0947-43d7-ac48-2a9d3fbc89f9
ASISTENTE EN FUNCIÓN FISCAL,MINISTERIO PUBLICO-GERENCIA GENERAL,AYACUCHO - AYACUCHO,728-8,1,"S/. 4,672.11",18/10/2024,31/10/2024,0bc1fc5c-afbc-440a-84ba-25d5eb03b5a6
ASISTENTE ADMINISTRATIVO,MINISTERIO PUBLICO-GERENCIA GENERAL,AYACUCHO - AYNA,728-8,1,"S/. 3,901.11",18/10/2024,31/10/2024,93e136db-263d-48b9-a70d-873339cf15a9
OPERADOR DE COCINA,PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,AYACUCHO - AYACUCHO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-261,3,"S/. 2,000.00",17/10/2024,30/10/2024,78a4be87-da74-41c0-ab50-16c00e3edcdf
