position,institution,ubication,num_conv,n_vac,wage,begin_date,end_date,id_uuid
PROFESIONAL EN PSICOLOGÍA,UNIDAD DE GESTION EDUCATIVA LOCAL DE UTCUBAMBA - UGEL-UTCUBAMBA,AMAZONAS - BAGUA GRANDE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-4,1,"S/. 2,764.19",07/02/2025,20/02/2025,2a459ce8-7637-4516-9580-47876e1ca1d3
"PROFESIONAL EN TECNOLOGÍA MÉDICA CON MENCIÓN EN TERAPIA FÍSICA, OCUPACIONAL O DE LENGUAJE PARA CEBE",UNIDAD DE GESTION EDUCATIVA LOCAL DE UTCUBAMBA - UGEL-UTCUBAMBA,AMAZONAS - BAGUA GRANDE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-5,1,"S/. 2,964.19",07/02/2025,20/02/2025,18377b83-03c5-4553-9c64-9286734c6c87
PROFESIONAL III PARA EQUIPO ITINERANTE DE CONVIVENCIA ESCOLAR,UNIDAD DE GESTION EDUCATIVA LOCAL DE UTCUBAMBA - UGEL-UTCUBAMBA,AMAZONAS - BAGUA GRANDE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-4,2,"S/. 3,064.19",07/02/2025,20/02/2025,84ff570c-d590-49fa-8e96-d6251881d77a
PSICÓLOGO (A),UNIDAD DE GESTION EDUCATIVA LOCAL DE UTCUBAMBA - UGEL-UTCUBAMBA,AMAZONAS - BAGUA GRANDE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,17,"S/. 2,764.19",07/02/2025,20/02/2025,e6aab337-aadf-4fd3-b492-a4bbadc4ff5d
SUB GERENTE DE CATASTRO Y CONTROL TERRITORIAL,MUNICIPALIDAD DISTRITAL DE OMIA,AMAZONAS - OMIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 3,000.00",06/02/2025,19/02/2025,0c76e6bb-a385-4bd2-ba26-0d68026eebf8
ASISTENTE TÉCNICO DE LA GERENCIA DE INFRAESTRUCTURA Y DESARROLLO TERRITORIAL,MUNICIPALIDAD DISTRITAL DE OMIA,AMAZONAS - OMIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 2,500.00",06/02/2025,19/02/2025,05a2bb07-d9c3-475f-a498-0cc8805ab6b4
ASISTENTE TÉCNICO ADMINISTRATIVO PARA LA GERENCIA DE DESARROLLO HUMANO Y PROMOCIÓN SOCIAL,MUNICIPALIDAD DISTRITAL DE OMIA,AMAZONAS - OMIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-007,1,"S/. 1,500.00",06/02/2025,19/02/2025,119e07ec-4375-46d8-a4d5-bc5fc0fa9ec4
APOYO EN LA OFICINA DE REGISTRO CIVIL- OFICINA CASERÍO NUEVO CHIRIMOTO,MUNICIPALIDAD DISTRITAL DE OMIA,AMAZONAS - OMIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-008,1,"S/. 1,500.00",06/02/2025,19/02/2025,93bfb66d-e9e5-4bc7-b29c-186f78a0e4dd
APOYO EN LA OFICINA DE REGISTRO CIVIL- OFICINA GARZAYACU,MUNICIPALIDAD DISTRITAL DE OMIA,AMAZONAS - OMIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-009,1,"S/. 1,500.00",06/02/2025,19/02/2025,a86cd168-b3e7-473b-99aa-9e91073bd407
OFICINA DE TRAMITE DOCUMENTARIO,MUNICIPALIDAD DISTRITAL DE OMIA,AMAZONAS - OMIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-010,1,"S/. 1,500.00",06/02/2025,19/02/2025,48a7aef2-cff4-419b-a9a1-0d42c44cf910
SUBGERENTE DE BIENESTAR SOCIAL,MUNICIPALIDAD DISTRITAL DE OMIA,AMAZONAS - OMIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-006,1,"S/. 2,500.00",06/02/2025,19/02/2025,6948c808-532b-4ddc-aa3f-500e709e2072
ASISTENTE IPERÚ,COMISION PARA LA PROMOCION DE EXPORTACI,AMAZONAS - CHACHAPOYAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 3,000.00",06/02/2025,19/02/2025,b9af30d4-9264-4759-96d6-c625ae9040fc
SUB GERENTE DE OBRAS PÚBLICAS Y MANTENIMIENTO,MUNICIPALIDAD DISTRITAL DE OMIA,AMAZONAS - OMIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 3,000.00",06/02/2025,19/02/2025,7cf33538-b2d9-46e0-8892-497db4ae1fa3
CONDUCTOR,MUNICIPALIDAD DISTRITAL DE OMIA,AMAZONAS - OMIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-011,1,"S/. 2,000.00",06/02/2025,19/02/2025,d4a7843b-043b-430f-8837-90c8c0cb8f50
COORDINADOR ADMINISTRATIVO,MUNICIPALIDAD DISTRITAL DE OMIA,AMAZONAS - OMIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-005,1,"S/. 2,500.00",06/02/2025,19/02/2025,e0f4d050-db81-45f5-be61-812459fa3fb3
SUBGERENTE DE TESORERÍA,MUNICIPALIDAD DISTRITAL DE OMIA,AMAZONAS - OMIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 3,000.00",06/02/2025,19/02/2025,d5e326e0-943a-4f59-bcfb-1daddadc41f4
ESPECIALISTA EN ARQUITECTURA,MINISTERIO DE CULTURA,AMAZONAS - CHACHAPOYAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-051,1,"S/. 4,500.00",05/02/2025,18/02/2025,b60937b9-9ae3-42e2-b8ff-cab56fe41b25
ESPECIALISTA EN ARQUEOLOGÍA,MINISTERIO DE CULTURA,AMAZONAS - CHACHAPOYAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-052,1,"S/. 4,500.00",05/02/2025,18/02/2025,8f693c66-2465-4422-a784-f00e0ebef5d4
JEFE (A) DE RECURSOS HUMANOS,UNID.GEST.EDUC.LOCAL.CONDORCANQUI,AMAZONAS - NIEVA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 3,164.19",04/02/2025,17/02/2025,b1fb76ab-9e66-4175-877b-18ede1cc9f02
ESPECIALISTA EN ABASTECIMIENTO I,UNID.GEST.EDUC.LOCAL.CONDORCANQUI,AMAZONAS - NIEVA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 3,164.19",04/02/2025,17/02/2025,e13f7c97-c66c-46a1-aef3-066ea9c29184
ESTADISTICO I,UNID.GEST.EDUC.LOCAL.CONDORCANQUI,AMAZONAS - NIEVA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 3,164.19",04/02/2025,17/02/2025,add03a0c-7d4a-46b3-94b1-c797200115f6
TECNICO DEPORTIVO CAS DE NÚCLEO DE LA INICIATIVA PEDAGÓGICA WIÑAQ,UNID.GEST.EDUC.LOCAL.CONDORCANQUI,AMAZONAS - RIO SANTIAGO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 3,364.19",04/02/2025,17/02/2025,e8b166b4-87ae-431f-8324-f5c65ffd7338
UN/A (01) PSICOLOGO/A PARA CEM_COMISARIA JUAN INGUNZA  VALDIVIA - CALLAO,PROGR NAC PARA LA PREVENC Y ERRADIC DE LA VIOLENCIA CONTRA LAS MUJERES E INTEG DEL GRUP FAM-AURORA,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-038,1,"S/. 3,000.00",14/02/2025,27/02/2025,8df194bb-4b4d-4b1b-88e5-b44dbd822a1a
ASISTENTE DE MESA DE PARTES 1,AUTORIDAD PORTUARIA NACIONAL,CALLAO - LA PERLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-008,1,"S/. 3,000.00",14/02/2025,27/02/2025,d2d8e0fc-dfc6-4ca2-a6b9-0076c6e3abe6
ASISTENTE ADMINISTRATIVO I,CORPORACION PERUANA DE AEROPUERTOS Y AVIACION COMERCIAL SOCIEDAD ANONIMA - CORPAC S.A.,CALLAO - CALLAO,728-006,1,"S/. 2,230.00",14/02/2025,27/02/2025,ad21c6e1-6af4-45c9-baf9-ca0cc2a71e7f
ASISTENTE LEGAL,PODER JUDICIAL,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-010,1,"S/. 2,972.00",14/02/2025,27/02/2025,cc32fb1a-fcef-4cd0-8970-1a8e2f6ee288
CONVOCATORIA PARA LA CONTRATACIÓN ADMINISTRATIVA DE SERVICIO CAS (NECESIDAD  TRANSITORIA) DE UN/A (01) ABOGADO/A PARA CEM COMISARIA JUAN INGUNZA VALDIVIA – CALLAO,PROGR NAC PARA LA PREVENC Y ERRADIC DE LA VIOLENCIA CONTRA LAS MUJERES E INTEG DEL GRUP FAM-AURORA,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 4,000.00",14/02/2025,27/02/2025,ce945b34-9903-4d6c-9928-6df076287d20
UN/A (01) PSICOLOGO/A PARA CEM BELLAVISTA - CALLAO,PROGR NAC PARA LA PREVENC Y ERRADIC DE LA VIOLENCIA CONTRA LAS MUJERES E INTEG DEL GRUP FAM-AURORA,CALLAO - BELLAVISTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-036,1,"S/. 4,000.00",14/02/2025,27/02/2025,d7298fdd-f304-45a4-907c-9e4bfbc1874d
BOMBERO DE AERÓDROMO,CORPORACION PERUANA DE AEROPUERTOS Y AVIACION COMERCIAL SOCIEDAD ANONIMA - CORPAC S.A.,CALLAO - CALLAO,728-002,6,"S/. 1,950.00",12/02/2025,25/02/2025,964b9247-7f7c-4b8d-b557-3a634cbf3a1b
OFICIAL DE SEGURIDAD AEROPORTUARIA,CORPORACION PERUANA DE AEROPUERTOS Y AVIACION COMERCIAL SOCIEDAD ANONIMA - CORPAC S.A.,CALLAO - CALLAO,728-002,3,"S/. 1,950.00",12/02/2025,25/02/2025,72b17a73-cd5d-489e-adeb-93a6d42d8ea3
ANALISTA ADMINISTRATIVO I,CORPORACION PERUANA DE AEROPUERTOS Y AVIACION COMERCIAL SOCIEDAD ANONIMA - CORPAC S.A.,CALLAO - CALLAO,728-005,1,"S/. 3,900.00",11/02/2025,24/02/2025,70133063-acb9-4d1d-a31b-0af39951a073
SERENO OPERADOR DE CÁMARA DE VIDEOVIGILANCIA,MUNICIPALIDAD DISTRITAL BELLAVISTA,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,5,"S/. 1,400.00",11/02/2025,24/02/2025,56ea9d17-c4f8-4aa8-ae15-bf20bfca7717
ABOGADO,PROGRAMA NACIONAL CUNA MAS,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-092,1,"S/. 3,964.19",11/02/2025,24/02/2025,ee7519a2-2df5-4a8a-a4dc-45955d6f9878
SUPERVISOR DE CISTERNAS,MUNICIPALIDAD DISTRITAL BELLAVISTA,CALLAO - BELLAVISTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-007,1,"S/. 2,200.00",11/02/2025,24/02/2025,411974ba-57c5-4aa8-b72b-ad602ade5ab9
SUPERVISOR DE CAMPO,MUNICIPALIDAD DISTRITAL BELLAVISTA,CALLAO - BELLAVISTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-011,2,"S/. 2,200.00",11/02/2025,24/02/2025,1ae5fb46-228a-4e9e-9f1e-7d9615b1378b
SERENO MOTORIZADO,MUNICIPALIDAD DISTRITAL BELLAVISTA,CALLAO - BELLAVISTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,5,"S/. 1,600.00",11/02/2025,24/02/2025,173f4417-dfe8-4aa2-9080-0a08ad94bf15
SERENO A PIE,MUNICIPALIDAD DISTRITAL BELLAVISTA,CALLAO - BELLAVISTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,10,"S/. 1,400.00",11/02/2025,24/02/2025,6db1feb8-157e-47ae-8fe0-a3368e4973f9
OPERARIO DE RECOLECCIÓN DE RESIDUOS SÓLIDOS,MUNICIPALIDAD DISTRITAL BELLAVISTA,CALLAO - BELLAVISTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-010,6,"S/. 1,200.00",11/02/2025,24/02/2025,d55b4543-927e-48aa-9000-a89bd9c4da64
