position,institution,ubication,num_conv,n_vac,wage,begin_date,end_date,id_uuid
ESPECIALISTA JUDICIAL DE AUDIENCIA,PODER JUDICIAL,ANCASH - NUEVO CHIMBOTE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-041,1,"S/. 2,972.00",30/10/2024,13/11/2024,d258017a-da0b-47c2-8311-e3c5b040343e
ESPECIALISTA JUDICIAL DE JUZGADO,PODER JUDICIAL,ANCASH - NUEVO CHIMBOTE,D.LEG 1057 - DETERMINADO (SUPLENCIA)-031,1,"S/. 2,972.00",30/10/2024,13/11/2024,ec60549e-dd10-4781-9d62-78e35e09a220
DEFENSOR PÚBLICO EN EL NUEVO CÓDIGO PROCESAL PENAL,MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,ANCASH - HUARAZ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-914,2,"S/. 5,114.19",30/10/2024,13/11/2024,17676cfe-afa7-4bc6-9734-fa10953eff18
MEDICO,UNIDAD EJECUTORA 404 SALUD LA CALETA,ANCASH - CHIMBOTE,D.LEG 1057 - DETERMINADO (SUPLENCIA)-03,1,"S/. 5,200.00",30/10/2024,13/11/2024,ef6c48a2-67cb-4ac2-af93-fd8c61e9d0cb
ESPECIALISTA JUDICIAL DE JUZGADO,PODER JUDICIAL,ANCASH - NUEVO CHIMBOTE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-041,1,"S/. 2,972.00",30/10/2024,13/11/2024,861d3732-a51f-4573-8280-81a7b85a6889
BIOLOGO/A,UNIDAD EJECUTORA 404 SALUD LA CALETA,ANCASH - CHIMBOTE,D.LEG 1057 - DETERMINADO (SUPLENCIA)-03,1,"S/. 2,300.00",30/10/2024,13/11/2024,ab5ba115-083f-45b5-8485-c7ad02986722
ESPECIALISTA  AMBIENTAL- ESPECIALISTA III,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL - OEFA,ANCASH - CHIMBOTE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-150,1,"S/. 7,000.00",30/10/2024,13/11/2024,585edc7b-d407-45a9-bbdc-782a8bff9513
DIRECTOR DE UDR,SEGURO INTEGRAL DE SALUD,ANCASH - HUARAZ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-101,1,"S/. 9,000.00",28/10/2024,11/11/2024,5cf47462-4cfd-48e7-a17d-ad51f5e59e49
ASISTENTE ADMINISTRATIVO,MINISTERIO PUBLICO-GERENCIA GENERAL,ANCASH - CHIMBOTE,728-41,1,"S/. 3,901.11",25/10/2024,08/11/2024,6461dc09-00f3-4cce-87e9-43ab3853b4c2
ASISTENTE EN FUNCION FISCAL,MINISTERIO PUBLICO-GERENCIA GENERAL,ANCASH - CARHUAZ,728-041,2,"S/. 4,672.11",25/10/2024,08/11/2024,04bb8aa3-3b54-4b0b-a6ce-7019f87da923
ASISTENTE EN FUNCION FISCAL,MINISTERIO PUBLICO-GERENCIA GENERAL,ANCASH - LLAMELLIN,728-041,1,"S/. 4,672.11",25/10/2024,08/11/2024,0d8116fc-0bfa-4ea0-9faf-143e93e79ee2
ASISTENTE EN FUNCION FISCAL,MINISTERIO PUBLICO-GERENCIA GENERAL,ANCASH - HUARAZ,728-041,1,"S/. 4,672.11",25/10/2024,08/11/2024,20b74ba9-bc42-48fd-aa91-7f63bb01ebfd
ASISTENTE EN FUNCION FISCAL,MINISTERIO PUBLICO-GERENCIA GENERAL,ANCASH - HUARAZ,728-041,1,"S/. 4,672.11",25/10/2024,08/11/2024,d0f47b85-2778-4a6e-b227-4fbc8ce6b7b5
ASISTENTE EN FUNCION FISCAL,MINISTERIO PUBLICO-GERENCIA GENERAL,ANCASH - YUNGAY,728-041,1,"S/. 4,672.11",25/10/2024,08/11/2024,f32620df-b36e-4225-ace1-23d45bd6e1c0
ASISTENTE EN FUNCION FISCAL,MINISTERIO PUBLICO-GERENCIA GENERAL,ANCASH - NUEVO CHIMBOTE,728-41,1,S/. 004.67,25/10/2024,08/11/2024,2f6ec361-6672-4952-b6af-ed3dda435226
ASISTENTE ADMINISTRATIVO,MINISTERIO PUBLICO-GERENCIA GENERAL,ANCASH - SANTA,728-41,1,"S/. 3,901.11",25/10/2024,08/11/2024,04ea3f8b-bd93-4dbc-9c2d-b3dd84ca91f9
ASISTENTE ADMINISTRATIVO,MINISTERIO PUBLICO-GERENCIA GENERAL,ANCASH - SANTA,728-41,1,"S/. 3,901.11",25/10/2024,08/11/2024,3a6958cd-7bce-4174-8172-b50eb3407af0
ASISTENTE EN FUNCION FISCAL,MINISTERIO PUBLICO-GERENCIA GENERAL,ANCASH - SANTA,728-41,1,S/. 004.67,25/10/2024,08/11/2024,ecfdaabc-b06c-49b3-86fb-6cee3eb85583
CHOFER DE SEGURIDAD CIUDADANA,MUNICIPALIDAD DISTRITAL DE MORO,ANCASH - MORO,728-001,3,"S/. 1,501.11",25/10/2024,08/11/2024,eb9e04ca-c286-45b1-94fb-1bce1a9890f7
ASISTENTE DE GESTIÓN ADMINISTRATIVA,INSTITUTO NACIONAL DE ESTAD. E INFORMATI,ANCASH - CHIMBOTE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-104,1,"S/. 2,100.00",23/10/2024,06/11/2024,730f529d-ac71-4250-a220-7c7d2312b4d5
ASISTENTE LEGAL - ORI CHIMBOTE,INDECOPI,ANCASH - CHIMBOTE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-228,1,"S/. 2,500.00",22/10/2024,05/11/2024,84e46881-ae7e-4d11-a3bf-2ef55858fe34
MÉDICO,HOSPITAL REGIONAL ELEAZAR GUZMAN BARRON,ANCASH - NUEVO CHIMBOTE,276-008,1,"S/. 6,624.00",22/10/2024,05/11/2024,00278370-c108-4f9c-91cd-71bd31505898
TECNICO ASISTENCIAL,HOSPITAL REGIONAL ELEAZAR GUZMAN BARRON,ANCASH - NUEVO CHIMBOTE,276-008,1,"S/. 2,837.00",22/10/2024,05/11/2024,d31cdfe6-4ab6-454d-884c-70e442f4004e
TECNICO ADMINISTRATIVO I - (TESORERIA),UNIDAD DE GESTION EDUCATIVA LOCAL DEL SANTA,ANCASH - NUEVO CHIMBOTE,276-08,1,"S/. 1,020.75",21/10/2024,04/11/2024,8d8e1a3f-b44f-4403-9776-dbfff03dd6ca
ENFERMERA/O,HOSPITAL REGIONAL ELEAZAR GUZMAN BARRON,ANCASH - NUEVO CHIMBOTE,276-008,1,"S/. 2,720.00",21/10/2024,04/11/2024,01bab69d-c3b8-4c7e-9f6e-6a098e6d729b
ANALISTA EN ANP,SERVICIO NACIONAL DE AREAS NATURALES PROTEGIDAS POR EL ESTADO - SERNANP,ANCASH - HUARAZ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-10,1,"S/. 5,000.00",21/10/2024,04/11/2024,d1ee9211-1273-4fd3-9971-9dae2f997a26
ANALISTA EN MATERIA FINANCIERA,PROCURADURIA GENERAL DEL ESTADO,ANCASH - HUARAZ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-287,2,"S/. 8,000.00",21/10/2024,04/11/2024,3fc25d7e-cb5c-4fa5-860d-98678f0668d9
QUIMICO FARMACEUTICO,HOSPITAL REGIONAL ELEAZAR GUZMAN BARRON,ANCASH - NUEVO CHIMBOTE,D.LEG 1057 - DETERMINADO (SUPLENCIA)-007,1,"S/. 2,000.00",21/10/2024,04/11/2024,40ea8b37-f4ba-4d1b-8c77-cc0e456d0fc3
ENFERMERA/O,HOSPITAL REGIONAL ELEAZAR GUZMAN BARRON,ANCASH - NUEVO CHIMBOTE,D.LEG 1057 - DETERMINADO (SUPLENCIA)-007,1,"S/. 2,000.00",21/10/2024,04/11/2024,5526b4b5-5012-4e0d-a021-75bb27d14eae
ASISTENTE/A LEGAL DE DEFENSA JURÍDICA DEL ESTADO,PROCURADURIA GENERAL DEL ESTADO,ANCASH - HUARAZ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-292,1,"S/. 5,000.00",21/10/2024,04/11/2024,cf409634-c50e-4c73-b86e-6fa685e9ce92
ANALISTA EN ANP,SERVICIO NACIONAL DE AREAS NATURALES PROTEGIDAS POR EL ESTADO - SERNANP,ANCASH - HUARAZ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-10,1,"S/. 5,000.00",21/10/2024,04/11/2024,0bab34e0-4c83-4b09-8118-4c9ab754bb5c
AUXILIAR JUDICIAL - PROTECCIÓN,PODER JUDICIAL,ANCASH - HUARAZ,D.LEG 1057 - DETERMINADO (SUPLENCIA)-054,1,"S/. 2,900.00",21/10/2024,04/11/2024,12ca63f0-7dc6-4f52-b2e5-071e14e5c579
OPERADOR EN LIMPIEZA Y MANTENIMIENTO,MINISTERIO DE CULTURA,ANCASH - CHIMBOTE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-247,1,"S/. 1,139.19",21/10/2024,04/11/2024,459a191e-47b8-4940-b6e9-19e0bf547662
TECNICO/A EN ENFERMERIA,HOSPITAL REGIONAL ELEAZAR GUZMAN BARRON,ANCASH - NUEVO CHIMBOTE,276-008,2,"S/. 1,790.00",21/10/2024,04/11/2024,52578d78-3e74-477c-beff-f85edb8d57f8
TRABAJADOR/A SOCIAL,HOSPITAL REGIONAL ELEAZAR GUZMAN BARRON,ANCASH - NUEVO CHIMBOTE,276-008,1,"S/. 2,720.00",21/10/2024,04/11/2024,9ef37abf-b811-4186-af33-3f048f3dfe88
INSPECTOR/A UD ANCASH,"SUPERINTENDENCIA DE TRANSPORTE TERRESTRE DE PERSONAS, CARGA Y MERCANCIAS - SUTRAN",ANCASH - HUARAZ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-229,1,"S/. 3,000.00",21/10/2024,04/11/2024,0493ee31-105b-4e5f-ad4e-a84f921f2f54
DIGITADOR,HOSPITAL REGIONAL ELEAZAR GUZMAN BARRON,ANCASH - NUEVO CHIMBOTE,D.LEG 1057 - DETERMINADO (SUPLENCIA)-007,1,"S/. 1,800.00",21/10/2024,04/11/2024,549d4fce-d10a-46fd-adf2-219374f6584e
ESPECIALISTA EN EQUIPAMIENTO,PROGRAMA NACIONAL CUNA MAS,ANCASH - HUARAZ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1213,1,"S/. 3,514.19",21/10/2024,04/11/2024,b5d5c13a-2de2-4e9d-b529-b80f1a66f278
TRABAJADOR/A SOCIAL,MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES,APURIMAC - ABANCAY,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-290,1,"S/. 4,000.00",29/10/2024,12/11/2024,930a0306-3d6e-4f45-aa04-7d8a46cfe98c
ENFERMERA/O,MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES,APURIMAC - ABANCAY,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-289,1,"S/. 2,000.00",29/10/2024,12/11/2024,586084e3-167a-43d0-b618-da8b3989d16b
AGENTE DE SEGURIDAD (CHOFER),PODER JUDICIAL,APURIMAC - CHALHUANCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-031,1,"S/. 1,900.00",25/10/2024,08/11/2024,65894520-8a6c-40e3-960a-62e7fb0fa8a6
CIRUJANO DENTISTA,RED DE SALUD AYMARAES,APURIMAC - CHALHUANCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 6,493.00",25/10/2024,08/11/2024,ff9ea466-1e39-4ae7-ac3e-522d4f20b07f
LICENCIADO(A) EN ENFERMERÍA,RED DE SALUD AYMARAES,APURIMAC - CHALHUANCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,2,"S/. 6,468.00",25/10/2024,08/11/2024,34c1ad69-afe4-4400-8009-e72fcff8022f
LICENCIADO(A) EN ENFERMERIA - REFERENCIAS,RED DE SALUD AYMARAES,APURIMAC - CHALHUANCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 6,030.00",25/10/2024,08/11/2024,34326595-ce71-44e4-a7bc-8e0b201137ab
MEDICO FAMILIAR,RED DE SALUD AYMARAES,APURIMAC - CHALHUANCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 8,334.00",25/10/2024,08/11/2024,b7e12596-edeb-4615-ac88-26efc4d4598b
MÉDICO CIRUJANO GENERAL,RED DE SALUD AYMARAES,APURIMAC - CHALHUANCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,2,"S/. 8,334.00",25/10/2024,08/11/2024,76abeb76-ae5e-4f0a-b990-84c3d665ce48
PILOTO DE AMBULANCIA,RED DE SALUD AYMARAES,APURIMAC - CHALHUANCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 3,165.00",25/10/2024,08/11/2024,6d4fd9fe-93e0-40c5-ba9b-ff1ee13d09e9
PROFESIONAL NUTRICIONISTA,RED DE SALUD AYMARAES,APURIMAC - CHALHUANCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 6,493.00",25/10/2024,08/11/2024,b6bc3ea2-9971-4e58-a9b8-6a82b780b354
PROFESIONAL OBSTETRA,RED DE SALUD AYMARAES,APURIMAC - CHALHUANCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 6,468.00",25/10/2024,08/11/2024,634386f7-022a-4380-9949-63654dd90920
SERVICIO DE CONTROL PREVIO Y REVISION DE DOCUMENTOS ADMINISTRATIVOS,MUNICIPALIDAD PROVINCIAL DE ABANCAY,APURIMAC - ABANCAY,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-033,1,"S/. 1,500.00",25/10/2024,08/11/2024,9628291e-4298-46f7-ab1e-9bab99ae67c2
SERENAZGO MUNICIPAL,MUNICIPALIDAD PROVINCIAL DE ABANCAY,APURIMAC - ABANCAY,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-032,6,"S/. 1,500.00",25/10/2024,08/11/2024,36444681-5701-4871-a6f4-89f40de821e4
PROFESIONAL PSICOLOGO(A),RED DE SALUD AYMARAES,APURIMAC - CHALHUANCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 6,493.00",25/10/2024,08/11/2024,45c67105-f97b-481c-add3-62a4d886def0
